TARA_142	TARA_143	TARA_144	TARA_150	TARA_151	TARA_70	TARA_76	TARA_80
107900	10	16	10	12	15	33	17	9
4134744	12	30	15	14	17	38	16	10
817623	16	19	10	11	19	39	16	10
4499181	11	19	12	17	16	41	19	11
1823823	14	25	14	14	18	44	18	13
3428329	9	20	11	11	16	31	20	9
3681423	12	27	9	12	17	35	11	13
6413319	9	16	12	12	17	38	22	12
3232890	12	23	14	16	20	45	16	12
3022677	12	19	10	11	17	25	17	12
6193959	11	30	14	16	20	50	27	12
3716263	11	23	13	14	17	40	18	16
5470496	13	16	12	12	22	25	23	12
1585724_1	11	17	11	11	18	29	14	11
1585724_2	11	17	11	11	18	29	14	11
968357	11	21	11	17	13	37	24	11
1293953	10	30	15	17	13	35	11	13
3278033	12	13	11	9	15	40	22	16
3015108_1	16	27	16	12	25	46	21	14
3015108_2	16	27	16	12	25	46	21	14
4452986	11	28	14	10	17	35	20	12
2106751_1	10	26	12	12	19	40	21	12
2106751_2	10	26	12	12	19	40	21	12
6024728	9	20	11	14	15	34	12	11
5493425	13	24	14	13	16	39	28	14
6153295	15	25	16	12	23	46	20	12
5984487	13	23	16	10	18	39	26	12
7052341	9	27	15	10	16	30	19	9
6698062	12	25	11	9	9	37	18	9
4864738	9	13	11	9	15	27	22	10
402521	11	23	13	14	15	48	22	14
3168639	13	27	18	10	21	36	15	12
5122823	10	24	16	17	15	39	23	13
5560008	10	21	12	15	15	33	16	9
7034750	13	21	18	11	22	41	22	11
2090888	13	28	13	13	16	39	27	16
1476868	11	26	18	13	16	38	12	11
4391870	16	27	12	11	22	38	21	12
1634903	13	24	11	12	17	44	24	10
4017385	10	28	11	10	24	25	22	10
4129638	10	22	16	11	19	39	16	11
2248966	12	31	12	10	13	33	21	11
4918078	10	24	14	12	22	42	25	15
4559028	13	18	15	12	20	38	25	11
1608558	10	22	14	12	23	30	21	10
3683304	9	26	14	11	15	31	19	16
3873803	10	29	16	11	17	40	18	12
1610986	10	27	11	13	22	36	27	10
4104772	12	18	14	17	16	24	17	11
4950799	9	19	16	13	11	31	16	10
6529171	14	28	9	11	17	46	22	16
2356433	12	21	15	14	20	40	17	12
48542	9	17	10	11	23	42	24	12
4259535	16	30	15	10	21	48	27	11
5163978	12	25	12	10	19	49	24	13
6722204	10	20	10	10	15	41	24	13
1059068	13	29	15	11	23	36	21	12
6198183	10	25	13	12	16	36	26	15
3017541	15	31	10	16	18	38	25	12
3512135	9	23	17	14	20	47	23	11
5741832	12	26	13	12	19	49	25	13
4109413	13	28	11	10	19	49	24	15
4476957	12	28	17	11	14	50	21	12
4286952	9	17	9	13	17	44	24	10
