TARA_145	TARA_150	TARA_151	TARA_152	TARA_66	TARA_68	TARA_81
2293898	33	9	17	10	16	13	20
213266	13	12	30	9	14	17	12
3768162	24	10	29	10	18	12	10
2446387	16	13	30	9	12	17	11
3682453	18	10	28	11	15	11	13
5047770	18	10	37	10	23	10	14
4023669	16	10	26	12	16	22	13
5359969_1	23	10	28	12	23	19	11
5359969_2	23	10	28	12	23	19	11
5576218	12	11	23	11	14	12	22
6143416_1	16	12	19	10	17	21	17
6143416_2	16	12	19	10	17	21	17
5014252	29	11	23	10	16	16	15
5921004	21	12	21	14	10	10	13
3939932	38	17	28	10	10	12	17
4483219	38	14	30	14	15	17	22
1731531	30	12	23	9	14	9	11
5411087	11	15	23	12	10	9	9
2095496	39	13	23	11	11	14	22
5861310	12	14	17	10	14	15	9
3962422	22	11	19	10	15	12	13
4841528	39	16	20	9	11	10	16
4391991	15	15	28	10	16	18	17
3864208	15	13	32	10	14	19	16
5971109_1	30	10	20	9	21	11	12
5971109_2	30	10	20	9	21	11	12
6235557	31	11	18	9	10	12	19
3656981	22	11	35	13	14	20	21
4132466	26	16	19	13	19	12	23
3832154	16	13	29	10	13	18	18
2457164	33	13	31	11	20	15	11
6367061	20	10	24	9	15	12	10
4700254	24	13	26	11	14	19	15
5962222	31	9	21	11	21	20	12
203280	18	9	27	9	19	13	11
1929136	15	10	29	12	9	15	10
374361	24	10	20	9	14	18	23
700777	21	9	28	12	10	13	16
4742630	9	12	33	12	12	16	9
3398292	25	12	19	13	12	13	21
3480168	21	11	30	11	14	21	11
1696118	18	11	23	11	12	10	18
3570062	18	17	34	14	10	10	14
3240283	9	9	38	12	19	19	15
1285242	16	9	28	12	16	12	13
5482109	13	10	34	12	23	14	20
6029234	29	10	31	12	19	9	22
