TARA_144	TARA_146	TARA_147	TARA_148	TARA_149	TARA_70	TARA_76	TARA_78
6045010	0.416666666666667	0.454545454545455	0.0869565217391304	0.125	0.263157894736842	0	0.1	0.444444444444444
5830536	0.555555555555556	0.684210526315789	0.9	0.931818181818182	0.714285714285714	0.6	0.548387096774194	1
5585479_1	0.666666666666667	0.266666666666667	0.470588235294118	0.612244897959184	0.666666666666667	0.538461538461538	0.461538461538462	0.444444444444444
5585479_2	0.666666666666667	0.266666666666667	0.470588235294118	0.612244897959184	0.666666666666667	0.538461538461538	0.461538461538462	0.444444444444444
4806999_1	0.2	0.45	0.357142857142857	0.387096774193548	0.2	0.176470588235294	0.48	0.444444444444444
4806999_2	0.2	0.45	0.357142857142857	0.387096774193548	0.2	0.176470588235294	0.48	0.444444444444444
930131	0.454545454545455	0.518518518518518	0.375	0.547619047619048	0.476190476190476	0.2	0.826086956521739	0.909090909090909
1360306_1	0	0.037037037037037	0.318181818181818	0.244897959183673	0	0.0952380952380952	0.153846153846154	0.153846153846154
1360306_2	0	0.037037037037037	0.318181818181818	0.244897959183673	0	0.0952380952380952	0.153846153846154	0.153846153846154
2438032	0.111111111111111	0.458333333333333	0.333333333333333	0.34	0.105263157894737	0.117647058823529	0.1875	0
2545414	0.666666666666667	0.407407407407407	0.363636363636364	0.211538461538462	0.65	0.6875	0.433333333333333	0.333333333333333
645737	0.9	0.944444444444444	0.857142857142857	0.67741935483871	0.888888888888889	0.5	0.9375	0.9
1645581	0.555555555555556	0.588235294117647	0.5625	0.6875	0.363636363636364	0.571428571428571	0.615384615384615	0.333333333333333
814932	0.384615384615385	0.166666666666667	0.387096774193548	0.378378378378378	0.5	0.3125	0.703703703703704	0.357142857142857
2589905	0.272727272727273	0.8	0.631578947368421	0.591836734693878	0.555555555555556	0.733333333333333	0.72	0.636363636363636
1219644	0.181818181818182	0.214285714285714	0.5625	0.32258064516129	0.416666666666667	0.1	0.0967741935483871	0.2
1315038	0.846153846153846	0.851851851851852	1	0.657142857142857	0.75	1	0.692307692307692	0.9
5741593	0.777777777777778	0.944444444444444	0.705882352941177	0.971428571428571	0.777777777777778	1	0.611111111111111	0.8
2253337	0.666666666666667	0.444444444444444	0.307692307692308	0.560975609756098	0.2	0.666666666666667	0.217391304347826	0.428571428571429
4768698	0.181818181818182	0.2	0.129032258064516	0.333333333333333	0	0.307692307692308	0.181818181818182	0
4092555	0.545454545454545	0.571428571428571	0.833333333333333	0.657894736842105	0.611111111111111	1	0.758620689655172	0.928571428571429
4975388	0.555555555555556	0.80952380952381	0.612903225806452	0.75	0.761904761904762	1	0.5	0.444444444444444
3842197_1	0	0	0	0.122448979591837	0.428571428571429	0.153846153846154	0.206896551724138	0
3842197_2	0	0	0	0.122448979591837	0.428571428571429	0.153846153846154	0.206896551724138	0
5028242	0.0909090909090909	0.3125	0.0833333333333333	0.0888888888888889	0.304347826086957	0.0769230769230769	0.4	0
6596106	0.923076923076923	0.75	0.827586206896552	0.755102040816326	0.733333333333333	0.933333333333333	0.903225806451613	0.357142857142857
5211131	0.444444444444444	0.5	0.357142857142857	0.481481481481481	0.0769230769230769	0.333333333333333	0.333333333333333	0.615384615384615
164415	0.363636363636364	0.375	0.304347826086957	0.325581395348837	0	0.307692307692308	0.346153846153846	0
4339862	0.555555555555556	0.75	0.466666666666667	0.64	0.695652173913043	0.777777777777778	0.823529411764706	0.384615384615385
1167149_1	1	0.777777777777778	0.391304347826087	0.716981132075472	0.736842105263158	0.705882352941177	0.541666666666667	0.9
1167149_2	1	0.777777777777778	0.391304347826087	0.716981132075472	0.736842105263158	0.705882352941177	0.541666666666667	0.9
1827214	0.733333333333333	0.807692307692308	0.607142857142857	0.673913043478261	0.842105263157895	0.722222222222222	0.842105263157895	0.6
4647750	0.444444444444444	0.421052631578947	0.230769230769231	0.475	0.5	0.0909090909090909	0.466666666666667	0.818181818181818
5394757	0.416666666666667	0.5	0.620689655172414	0.463414634146341	0.363636363636364	0	0.357142857142857	0.181818181818182
5542633	0.666666666666667	0.454545454545455	0.428571428571429	0.594594594594595	0.6	0.352941176470588	0.625	0.111111111111111
298288	0.7	0.521739130434783	0.545454545454545	0.666666666666667	0.6	0.769230769230769	0.347826086956522	0.3
2324132	0.8	0.6	0.91304347826087	0.777777777777778	0.736842105263158	0.6	0.666666666666667	0.818181818181818
332593	0.6	0.413793103448276	0.523809523809524	0.441176470588235	0.105263157894737	0.461538461538462	0.533333333333333	0.363636363636364
2742917	1	0.875	0.869565217391304	0.684210526315789	0.588235294117647	0.75	0.789473684210526	0.909090909090909
6391402	0.818181818181818	0.666666666666667	0.607142857142857	0.840909090909091	1	1	0.85	1
5996809_1	1	1	1	1	1	0.9375	0.806451612903226	1
5996809_2	1	1	1	1	1	0.9375	0.806451612903226	1
5996809_3	1	1	1	1	1	0.9375	0.806451612903226	1
4185056	0.5625	0.875	0.642857142857143	0.714285714285714	0.875	1	0.882352941176471	0.75
212265	0.5	0.482758620689655	0.625	0.46	0.722222222222222	0.416666666666667	0.608695652173913	0.333333333333333
1965576_1	0	0.193548387096774	0.19047619047619	0.189189189189189	0.266666666666667	0.222222222222222	0.380952380952381	0.2
1965576_2	0	0.193548387096774	0.19047619047619	0.189189189189189	0.266666666666667	0.222222222222222	0.380952380952381	0.2
113296	0.3	0.6	0.571428571428571	0.636363636363636	0.4	0.428571428571429	0.7	0.461538461538462
322307	0.555555555555556	0.842105263157895	0.869565217391304	0.729166666666667	0.8	1	0.823529411764706	0.888888888888889
3703714	0.888888888888889	0.884615384615385	0.612903225806452	0.75	0.909090909090909	0.65	0.904761904761905	0.888888888888889
5294059	1	0.739130434782609	0.92	0.773584905660377	1	0.857142857142857	1	0.642857142857143
3463044	0.6	0.727272727272727	0.533333333333333	0.421052631578947	0.166666666666667	0.5	0.40625	0.777777777777778
1992172	1	0.833333333333333	0.529411764705882	0.757575757575758	0.647058823529412	0.578947368421053	0.833333333333333	0.846153846153846
69110	0.857142857142857	0.909090909090909	0.545454545454545	0.795454545454545	0.833333333333333	0.818181818181818	0.666666666666667	1
6129021_1	0.0769230769230769	0.2	0.5	0.432432432432432	0.266666666666667	0.133333333333333	0.433333333333333	0.2
6129021_2	0.0769230769230769	0.2	0.5	0.432432432432432	0.266666666666667	0.133333333333333	0.433333333333333	0.2
5681685	0.4	0.5	0.64	0.666666666666667	0.857142857142857	0.888888888888889	0.764705882352941	0.5
2341671	0.7	0.428571428571429	0.318181818181818	0.463414634146341	0.357142857142857	0.2	0.466666666666667	0.9
2097579_1	0.583333333333333	0.258064516129032	0.321428571428571	0.152173913043478	0.285714285714286	0.214285714285714	0.277777777777778	0.0909090909090909
2097579_2	0.583333333333333	0.258064516129032	0.321428571428571	0.152173913043478	0.285714285714286	0.214285714285714	0.277777777777778	0.0909090909090909
5194870	0.727272727272727	1	0.55	0.741935483870968	0.944444444444444	0.823529411764706	0.91304347826087	0.8
6475329	0.7	0.777777777777778	0.846153846153846	0.659090909090909	0.705882352941177	0.5	0.7	0.777777777777778
3880342	0.153846153846154	0	0	0.166666666666667	0.222222222222222	0.117647058823529	0.357142857142857	0
3734732	0	0.0555555555555556	0.285714285714286	0.226415094339623	0.05	0.421052631578947	0.09375	0.466666666666667
5072671	0.363636363636364	0.227272727272727	0.407407407407407	0.285714285714286	0.363636363636364	0.2	0.3125	0.666666666666667
5105929	0.666666666666667	0.266666666666667	0.407407407407407	0.419354838709677	0.136363636363636	0.1	0.36	0.555555555555556
4473084_1	0.357142857142857	0.363636363636364	0.4375	0.342857142857143	0.611111111111111	0.222222222222222	0.464285714285714	0.333333333333333
4473084_2	0.357142857142857	0.363636363636364	0.4375	0.342857142857143	0.611111111111111	0.222222222222222	0.464285714285714	0.333333333333333
6374168	0.666666666666667	0.647058823529412	0.894736842105263	0.657142857142857	0.428571428571429	0.666666666666667	0.818181818181818	0.8
5679820	0.615384615384615	0.588235294117647	0.321428571428571	0.431818181818182	0.5	0.714285714285714	0.739130434782609	0.454545454545455
6379178	0.416666666666667	0.827586206896552	0.85	0.810810810810811	0.6	1	0.709677419354839	1
6027820	0.727272727272727	0.451612903225806	0.6875	0.583333333333333	0.692307692307692	0.5625	0.3	0.555555555555556
5046310	0.666666666666667	0.346153846153846	0.315789473684211	0.147058823529412	0.357142857142857	0.166666666666667	0.241379310344828	0.0833333333333333
6291691	0	0.08	0.0454545454545455	0.208333333333333	0.235294117647059	0.125	0.037037037037037	0
5861002	0.111111111111111	0.428571428571429	0.583333333333333	0.354838709677419	0.368421052631579	0.357142857142857	0.1	0.3
5641206	0.555555555555556	0.583333333333333	0.842105263157895	0.613636363636364	0.833333333333333	0.764705882352941	0.625	0.6
1685208	0.5	0.227272727272727	0.608695652173913	0.318181818181818	0.25	0.476190476190476	0.444444444444444	0.2
2416570	0.0833333333333333	0.0666666666666667	0.166666666666667	0.305555555555556	0.230769230769231	0.166666666666667	0.318181818181818	0.222222222222222
1789739	0.6	0.777777777777778	0.55	0.72	1	0.777777777777778	0.730769230769231	0.857142857142857
2309653	0.0909090909090909	0.153846153846154	0.318181818181818	0	0.1875	0	0.2	0
5940131_1	0.888888888888889	0.947368421052632	0.92	0.775	0.72	0.941176470588235	0.76	0.933333333333333
5940131_2	0.888888888888889	0.947368421052632	0.92	0.775	0.72	0.941176470588235	0.76	0.933333333333333
1058914	0.545454545454545	0.91304347826087	0.904761904761905	0.733333333333333	0.944444444444444	0.944444444444444	1	0.846153846153846
2309127	0.133333333333333	0.448275862068966	0.703703703703704	0.512820512820513	0.375	0.4	0.481481481481481	0.428571428571429
1229616	0.1	0.217391304347826	0.428571428571429	0.41025641025641	0.333333333333333	0.473684210526316	0.565217391304348	0.444444444444444
642998	0.25	0.448275862068966	0.4375	0.407407407407407	0.363636363636364	0.785714285714286	0.4	0.333333333333333
5125514	0.4	0.44	0.448275862068966	0.444444444444444	0.277777777777778	0.705882352941177	0.5	0.111111111111111
3153674	0.2	0.391304347826087	0.173913043478261	0.235294117647059	0.19047619047619	0.388888888888889	0.523809523809524	0.636363636363636
6445021	0.363636363636364	0.681818181818182	0.6	0.657894736842105	0.8	1	0.75	0.857142857142857
4338466	0.846153846153846	0.55	0.76	0.634146341463415	0.777777777777778	0.666666666666667	0.769230769230769	0.9
502793	0.636363636363636	0.181818181818182	0.65	0.354838709677419	0.571428571428571	0.181818181818182	0.277777777777778	0.384615384615385
3979551	0	0.212121212121212	0.269230769230769	0.313725490196078	0.368421052631579	0.3	0.424242424242424	0.444444444444444
38292_1	0.3125	0.260869565217391	0.285714285714286	0.243243243243243	0.3125	0.153846153846154	0.0454545454545455	0.2
38292_2	0.3125	0.260869565217391	0.285714285714286	0.243243243243243	0.3125	0.153846153846154	0.0454545454545455	0.2
2631488	0.454545454545455	0.625	0.789473684210526	0.704545454545455	0.545454545454545	0.4375	0.4	0.545454545454545
522196	0.25	0.333333333333333	0.344827586206897	0.552631578947368	0.266666666666667	0.533333333333333	0.258064516129032	0.384615384615385
3122027	0.818181818181818	0.875	0.80952380952381	0.8125	0.866666666666667	0.928571428571429	0.608695652173913	0.8
2852593_1	0.9	0.352941176470588	0.652173913043478	0.588235294117647	0.545454545454545	0.523809523809524	0.636363636363636	0.3
2852593_2	0.9	0.352941176470588	0.652173913043478	0.588235294117647	0.545454545454545	0.523809523809524	0.636363636363636	0.3
4576565	0.142857142857143	0.304347826086957	0	0.1875	0.25	0	0.142857142857143	0
1547521_1	1	0.941176470588235	0.923076923076923	0.857142857142857	0.961538461538462	1	0.85	0.714285714285714
1547521_2	1	0.941176470588235	0.923076923076923	0.857142857142857	0.961538461538462	1	0.85	0.714285714285714
1447774_1	0.777777777777778	0.80952380952381	0.85	0.619047619047619	0.928571428571429	0.555555555555556	0.8	0.444444444444444
1447774_2	0.777777777777778	0.80952380952381	0.85	0.619047619047619	0.928571428571429	0.555555555555556	0.8	0.444444444444444
2382313	0.2	0.368421052631579	0.176470588235294	0.0769230769230769	0.375	0.2	0.352941176470588	0.333333333333333
5902825	0.222222222222222	0.21875	0.210526315789474	0.311111111111111	0.166666666666667	0.272727272727273	0.142857142857143	0
2766327	0.272727272727273	0.2	0.0476190476190476	0.08	0.0555555555555556	0.125	0.272727272727273	0
4059256	0.444444444444444	0.4375	0.647058823529412	0.5	0.230769230769231	0.0909090909090909	0.392857142857143	0.5
6115918_1	0.272727272727273	0.285714285714286	0.590909090909091	0.459459459459459	0.25	0.142857142857143	0.25	0.333333333333333
6115918_2	0.272727272727273	0.285714285714286	0.590909090909091	0.459459459459459	0.25	0.142857142857143	0.25	0.333333333333333
554385	0.636363636363636	0.684210526315789	0.52	0.459459459459459	0.611111111111111	0.384615384615385	0.304347826086957	0.636363636363636
2125059	0.538461538461538	0.681818181818182	0.588235294117647	0.696969696969697	0.363636363636364	0.818181818181818	0.588235294117647	0.6
3346819	0.0714285714285714	0.0833333333333333	0	0.288461538461538	0.1	0.285714285714286	0.354838709677419	0.111111111111111
3096220	0.714285714285714	0.636363636363636	0.772727272727273	0.738095238095238	0.615384615384615	0.384615384615385	0.421052631578947	0.642857142857143
1508959	0.5	0.620689655172414	0.782608695652174	0.514285714285714	0.733333333333333	0.5	0.645161290322581	0.5
920504	1	0.730769230769231	0.966666666666667	0.735849056603774	0.875	0.8	0.958333333333333	0.6
6110980	0.666666666666667	0.722222222222222	0.76	0.612244897959184	0.545454545454545	0.615384615384615	0.807692307692308	0.833333333333333
1647731	0.2	0.454545454545455	0.375	0.428571428571429	0.428571428571429	0.375	0.533333333333333	0.2
2978891	0.166666666666667	0.181818181818182	0.35	0.404255319148936	0.25	0.411764705882353	0.294117647058824	0.545454545454545
2503111	0.555555555555556	0.88	0.826086956521739	0.790697674418605	0.9	0.818181818181818	0.80952380952381	0.9
2507707	0.7	0.678571428571429	0.826086956521739	0.836734693877551	0.882352941176471	0.916666666666667	0.772727272727273	1
3089752	0.538461538461538	0.565217391304348	0.523809523809524	0.441860465116279	0.5	0.285714285714286	0.777777777777778	0.6
2315765	0.666666666666667	0.294117647058824	0.578947368421053	0.478260869565217	0.7	0.3125	0.433333333333333	0.7
1868260	0.7	0.705882352941177	0.64	0.5	0.583333333333333	0.857142857142857	0.407407407407407	0.7
376968	0.777777777777778	0.642857142857143	0.666666666666667	0.571428571428571	0.625	0.733333333333333	0.758620689655172	0.666666666666667
1950000	1	0.764705882352941	0.545454545454545	0.777777777777778	0.80952380952381	0.75	0.666666666666667	0.923076923076923
2718941	0.333333333333333	0.15	0.304347826086957	0.488372093023256	0.521739130434783	0.583333333333333	0.454545454545455	0.636363636363636
1811172	0.642857142857143	0.45	0.416666666666667	0.457142857142857	0.52	0.833333333333333	0.5	0.4
2018111	0.818181818181818	0.789473684210526	0.6	0.5	0.75	0.615384615384615	0.571428571428571	0.888888888888889
5347694	0.222222222222222	0.65625	0.833333333333333	0.659090909090909	0.823529411764706	0.916666666666667	0.689655172413793	0.666666666666667
4106562	0	0.2	0.277777777777778	0.375	0.166666666666667	0.230769230769231	0.454545454545455	0.111111111111111
2932104	0.916666666666667	0.866666666666667	0.652173913043478	0.816326530612245	0.8125	0.9	0.692307692307692	0.666666666666667
27369	0	0.0833333333333333	0.333333333333333	0.209302325581395	0.105263157894737	0.4	0.2	0.222222222222222
4829871	0.6	0.285714285714286	0.214285714285714	0.523809523809524	0.294117647058824	0.0714285714285714	0.354838709677419	0.4
3879825	0.4	0.481481481481481	0.5	0.382352941176471	0.333333333333333	0.555555555555556	0.153846153846154	0.272727272727273
4325634	0.846153846153846	0.523809523809524	0.423076923076923	0.59375	0.416666666666667	0.476190476190476	0.80952380952381	0.75
4608205	0.0909090909090909	0.0952380952380952	0.2	0.285714285714286	0.214285714285714	0.333333333333333	0.133333333333333	0.5
14056	0.333333333333333	0.391304347826087	0.346153846153846	0.634146341463415	0.636363636363636	0.55	0.695652173913043	0.769230769230769
426949	0.5	0.277777777777778	0.363636363636364	0.2	0.583333333333333	0.333333333333333	0.363636363636364	0.25
5936587	0.1	0.333333333333333	0.384615384615385	0.162790697674419	0.153846153846154	0.454545454545455	0.478260869565217	0.444444444444444
5324347	0.777777777777778	0.875	0.80952380952381	0.75	0.730769230769231	0.769230769230769	0.655172413793103	0.833333333333333
1190800	0.555555555555556	0.25	0.363636363636364	0.41304347826087	0.19047619047619	0.357142857142857	0.4	0.6
5360791	0.0909090909090909	0.411764705882353	0.409090909090909	0.418604651162791	0.227272727272727	0.4	0.28	0.0909090909090909
5337340	0.916666666666667	0.814814814814815	0.695652173913043	0.735849056603774	0.75	0.7	0.846153846153846	0.833333333333333
6413596	0.363636363636364	0.565217391304348	0.230769230769231	0.473684210526316	0.56	0.4	0.565217391304348	0.111111111111111
5827213	0.0833333333333333	0.19047619047619	0.444444444444444	0.204545454545455	0.0769230769230769	0.0714285714285714	0.210526315789474	0.25
923386	0.384615384615385	0.217391304347826	0	0.263157894736842	0.0555555555555556	0.266666666666667	0.307692307692308	0.2
6576788	0.8	0.733333333333333	0.695652173913043	0.878787878787879	0.75	0.6	0.5	0.75
2197635	0.0666666666666667	0.333333333333333	0.142857142857143	0.121951219512195	0.0714285714285714	0.111111111111111	0.133333333333333	0.384615384615385
379566	0.272727272727273	0.291666666666667	0.233333333333333	0.434782608695652	0.307692307692308	0.0833333333333333	0.173913043478261	0.222222222222222
1689888	0.9	0.884615384615385	0.645161290322581	0.745098039215686	0.705882352941177	0.461538461538462	0.833333333333333	0.692307692307692
6111732	0.7	0.611111111111111	0.454545454545455	0.482758620689655	0.555555555555556	0.461538461538462	0.5	0.769230769230769
3917087	0.75	0.789473684210526	0.8	0.705882352941177	0.5	0.523809523809524	0.588235294117647	0.5
4323553	0.444444444444444	0.176470588235294	0.333333333333333	0.428571428571429	0.466666666666667	0.166666666666667	0.4375	0.333333333333333
1929757	0.363636363636364	0.538461538461538	0.476190476190476	0.333333333333333	0.684210526315789	0.444444444444444	0.3	0.363636363636364
6059877	0.888888888888889	0.571428571428571	0.615384615384615	0.658536585365854	0.35	0.416666666666667	0.523809523809524	0.666666666666667
3298696	0.4	0.269230769230769	0.413793103448276	0.394736842105263	0.571428571428571	0.454545454545455	0.5	0.818181818181818
6330008	0.625	0.620689655172414	0.588235294117647	0.678571428571429	0.571428571428571	0.909090909090909	0.739130434782609	0.9
264657_1	0.857142857142857	0.709677419354839	0.818181818181818	0.735849056603774	0.708333333333333	0.666666666666667	0.777777777777778	0.909090909090909
264657_2	0.857142857142857	0.709677419354839	0.818181818181818	0.735849056603774	0.708333333333333	0.666666666666667	0.777777777777778	0.909090909090909
264657_3	0.857142857142857	0.709677419354839	0.818181818181818	0.735849056603774	0.708333333333333	0.666666666666667	0.777777777777778	0.909090909090909
1584704	0.363636363636364	0.696969696969697	0.384615384615385	0.365384615384615	0.473684210526316	0.384615384615385	0.523809523809524	0.461538461538462
186718	0.6	0.882352941176471	0.464285714285714	0.612244897959184	0.8125	0.733333333333333	0.766666666666667	0.6
2901741	0.666666666666667	0.703703703703704	0.454545454545455	0.527777777777778	0.684210526315789	0.333333333333333	0.625	0.333333333333333
3548820_1	0.555555555555556	0.409090909090909	0.315789473684211	0.4375	0.210526315789474	0.785714285714286	0.380952380952381	0.461538461538462
3548820_2	0.555555555555556	0.409090909090909	0.315789473684211	0.4375	0.210526315789474	0.785714285714286	0.380952380952381	0.461538461538462
3548820_3	0.555555555555556	0.409090909090909	0.315789473684211	0.4375	0.210526315789474	0.785714285714286	0.380952380952381	0.461538461538462
1623803	0.8125	0.766666666666667	0.777777777777778	0.790697674418605	0.636363636363636	0.785714285714286	0.709677419354839	0.923076923076923
1851433	0.583333333333333	0.606060606060606	0.636363636363636	0.8125	0.625	0.928571428571429	0.821428571428571	0.777777777777778
364687	0.818181818181818	0.933333333333333	0.935483870967742	0.725490196078431	0.846153846153846	1	0.826086956521739	0.846153846153846
3896655	0.916666666666667	0.866666666666667	0.894736842105263	0.82051282051282	0.857142857142857	0.916666666666667	0.722222222222222	1
4940205	0.8125	0.6	0.842105263157895	0.788461538461538	0.75	0.705882352941177	0.769230769230769	1
2651791	0.5625	0.6	0.62962962962963	0.844444444444444	0.6875	0.818181818181818	0.78125	0.8
154794	0.8	0.606060606060606	0.689655172413793	0.584905660377358	0.652173913043478	0.583333333333333	0.736842105263158	0.4
3827851	0.357142857142857	0.5625	0.555555555555556	0.464285714285714	0.25	0.3	0.214285714285714	0.272727272727273
566305	0.222222222222222	0.592592592592593	0.181818181818182	0.466666666666667	0.5	0.523809523809524	0.466666666666667	0.545454545454545
1538497	0.363636363636364	0.434782608695652	0.269230769230769	0.568181818181818	0.5	0.5	0.733333333333333	0.5
176936	0.3	0.1	0.428571428571429	0.305555555555556	0.16	0.166666666666667	0.4	0.266666666666667
321627	0.666666666666667	0.666666666666667	0.761904761904762	0.588235294117647	0.631578947368421	0.5	0.733333333333333	0.777777777777778
5808053	0.909090909090909	0.888888888888889	0.869565217391304	0.735849056603774	0.631578947368421	0.916666666666667	0.80952380952381	0.916666666666667
4671507	0.461538461538462	0.409090909090909	0.611111111111111	0.425	0.347826086956522	0.166666666666667	0.285714285714286	0.583333333333333
6064718	0.75	0.307692307692308	0.625	0.478260869565217	0.571428571428571	0.5	0.458333333333333	0.333333333333333
2634091	0.8	0.625	0.772727272727273	0.653846153846154	0.739130434782609	0.846153846153846	0.80952380952381	0.833333333333333
5068490	0.555555555555556	0.666666666666667	0.681818181818182	0.75	0.444444444444444	0.6	0.454545454545455	0.5
2965654	0.75	0.818181818181818	0.863636363636364	0.7	0.666666666666667	0.785714285714286	0.708333333333333	0.416666666666667
3809381	0.333333333333333	0.4	0.461538461538462	0.529411764705882	0.526315789473684	0.625	0.523809523809524	0.666666666666667
97697	0.846153846153846	0.888888888888889	0.884615384615385	0.84	0.666666666666667	0.85	1	1
1260370	0	0.238095238095238	0.15	0.111111111111111	0.0714285714285714	0.0909090909090909	0.115384615384615	0
2153776	0.769230769230769	0.444444444444444	0.636363636363636	0.72972972972973	0.636363636363636	0.846153846153846	0.48	0.545454545454545
5841961	0.444444444444444	0.464285714285714	0.266666666666667	0.378378378378378	0.285714285714286	0.388888888888889	0.176470588235294	0.454545454545455
2575173	0.909090909090909	0.740740740740741	0.833333333333333	0.717948717948718	0.636363636363636	0.666666666666667	0.666666666666667	1
590023	0.583333333333333	0.413793103448276	0.461538461538462	0.658536585365854	0.5	0.333333333333333	0.575757575757576	0.4
4445629	0.428571428571429	0.5	0.5	0.543478260869565	0.44	0.466666666666667	0.645161290322581	0.785714285714286
97816	0.153846153846154	0.24	0.142857142857143	0.393939393939394	0.25	0.428571428571429	0.153846153846154	0.555555555555556
1326705	0.25	0.225806451612903	0.1	0.196078431372549	0.214285714285714	0.2	0.206896551724138	0.636363636363636
2823551_1	0.333333333333333	0.260869565217391	0.409090909090909	0.487179487179487	0.571428571428571	0.4375	0.482758620689655	0.692307692307692
2823551_2	0.333333333333333	0.260869565217391	0.409090909090909	0.487179487179487	0.571428571428571	0.4375	0.482758620689655	0.692307692307692
6080846	0.818181818181818	0.727272727272727	1	0.863636363636364	1	0.882352941176471	0.956521739130435	0.727272727272727
1725952	0.444444444444444	0.684210526315789	0.761904761904762	0.666666666666667	0.727272727272727	0.888888888888889	0.615384615384615	1
59388	0.4	0.44	0.230769230769231	0.36	0.333333333333333	0.4	0.36	0.272727272727273
3507973	0.888888888888889	0.916666666666667	0.8125	0.795454545454545	0.722222222222222	1	1	0.857142857142857
1661448	0.5	0.619047619047619	0.5	0.51063829787234	0.5625	0.363636363636364	0.555555555555556	0.583333333333333
207104	0.6	0.354838709677419	0.3125	0.311111111111111	0.181818181818182	0.25	0.4	0.384615384615385
3840247	0.1	0.185185185185185	0.157894736842105	0.25	0.153846153846154	0.0769230769230769	0.241379310344828	0.454545454545455
3291492	1	0.821428571428571	0.6	0.681818181818182	0.857142857142857	0.80952380952381	0.774193548387097	0.545454545454545
