TARA_143	TARA_144	TARA_150	TARA_20	TARA_22	TARA_25	TARA_70
3466803	14	12	45	12	13	29	26
3203856	14	9	45	14	21	36	19
7027376	11	15	48	10	20	27	23
357666	17	17	42	10	12	26	26
6779623	13	15	36	9	15	35	13
3426353	15	12	43	11	25	32	17
3175682	9	17	41	15	22	34	21
6494162	16	16	42	10	13	36	16
6418440_1	11	14	34	10	22	33	22
6418440_2	11	14	34	10	22	33	22
6228041	15	16	35	14	23	29	17
6058280	12	12	39	9	18	30	20
489616	9	13	33	14	18	24	22
3545693	9	10	33	13	21	29	23
3362545_1	15	13	42	13	18	33	17
3362545_2	15	13	42	13	18	33	17
2521859	9	14	48	11	17	38	13
4209126	10	18	46	12	20	36	20
5526058	15	18	45	10	16	31	29
1395141	9	15	34	16	17	29	24
1638237	9	12	40	14	23	38	20
6483818	11	13	33	12	23	26	16
4006330	12	14	46	10	14	35	18
2539633	16	17	43	15	21	35	16
1002091	12	15	32	12	23	26	20
6163462	14	10	42	13	19	20	17
5133761	10	17	52	9	23	34	22
2366123	14	17	39	16	19	28	23
2936655_1	12	17	41	9	20	27	16
2936655_2	12	17	41	9	20	27	16
2141500_1	10	14	43	11	22	24	20
2141500_2	10	14	43	11	22	24	20
4478915	13	17	43	12	24	32	13
2788737	13	11	43	14	17	35	29
2433483	13	17	46	11	15	40	17
1667330	14	9	37	15	21	23	17
5812722	11	15	50	14	22	40	11
2499037	15	12	50	9	19	35	14
7118540	11	10	44	12	25	35	26
2722433	14	16	49	14	18	37	28
4663966	10	15	52	10	17	27	22
2888538	15	20	51	10	17	39	17
2959840	11	17	46	9	14	33	11
5957767	10	14	29	14	26	25	16
1582608	11	19	43	14	18	36	25
4045343	9	12	42	11	16	34	26
6051845	16	14	32	11	25	26	17
6657960	14	19	53	15	15	35	16
3292986	10	19	36	12	20	40	24
2580571_1	16	15	43	10	18	31	28
2580571_2	16	15	43	10	18	31	28
2926641	15	12	39	12	22	26	19
2152498	11	16	33	9	12	18	14
7015043_1	17	13	43	16	16	35	20
7015043_2	17	13	43	16	16	35	20
5486236	14	14	41	9	12	36	23
5897534	10	12	45	12	25	23	18
3947960	10	14	42	9	25	28	22
7089597	11	10	41	15	23	25	18
172590	14	15	47	15	24	40	10
2316224	9	17	33	10	21	28	13
6629467	16	17	50	13	16	25	17
6188617	12	13	49	16	24	36	25
4890987	13	13	35	16	21	31	20
6143199	12	13	27	11	21	24	15
613863	16	17	41	16	20	40	21
2203390	11	17	46	9	13	27	21
1472727	11	20	37	13	15	30	28
630879	11	16	36	14	22	29	21
1595149	17	15	36	13	21	33	17
3252956	15	18	42	14	15	36	29
3545001_1	13	14	50	11	20	20	18
3545001_2	13	14	50	11	20	20	18
5657574	11	11	50	10	15	28	17
2559828	9	13	42	13	18	30	28
1473160	15	12	41	15	21	34	23
935630	16	18	41	13	17	34	26
453848	13	13	46	9	19	26	25
5025835	11	15	41	12	11	27	17
6492791	16	16	43	11	21	28	24
5528282	14	18	53	10	16	28	21
6410014	11	13	44	14	22	35	21
5290023	14	18	38	10	17	30	25
4386311	9	15	43	14	15	34	10
5799599	14	13	46	14	21	33	13
1831225	11	14	38	13	17	32	24
3324370	14	18	42	11	17	29	14
6448801	13	16	53	12	22	39	23
2786167	12	16	32	13	15	34	16
751972	13	14	43	9	11	33	20
876210	12	10	47	10	24	29	16
