TARA_142	TARA_146	TARA_147
274037	0	0	0
2738896	0	0	0
2716885_1	0	0	0
2716885_2	0	0	0
2707819	1	1	1
2688032	0	0	0
2687277	1	1	1
2686437	0	0	0
2665983	0	0	0
2662891	0	0	0
2643552_1	0	0	0
2643552_2	0	0	0
2633872	0	0	0
2616900	1	1	1
2601200	1	1	1
2596597	0	0	0
2593286	1	1	1
259205	0	0	0
2570550_1	0	0	0
2570550_2	0	0	0
2550742	0	0	0
254918	1	1	1
2527762_1	1	1	1
2527762_2	1	1	1
251751_1	0	0	0
251751_2	0	0	0
2503034	0	0	0
249981	1	1	1
2479172	0	0	0
2478691	1	1	1
2419591	1	1	1
2416423	1	1	1
2413786	0	0	0
2391984	1	1	1
2375110	0	0	0
2368161	1	1	1
232011	0	0	0
2313293	1	1	1
2291657	1	1	1
2255830	1	1	1
2253741	1	1	1
2172712	1	1	1
2083733	0	0	0
2082745	0	0	0
2077680	0	0	0
2068150	0	0	0
2057073	1	1	1
203433_1	0	0	0
203433_2	0	0	0
2029501	1	1	1
2012669	0	0	0
2011029	1	1	1
2006722	1	1	1
1953536	1	1	1
1932994	1	1	1
1920908	1	1	1
1917578	1	1	1
1910473	1	1	1
1885136_1	0	0	0
1885136_2	0	0	0
1881844	1	1	1
1877293	0	0	0
1874692	1	1	1
1874470	0	0	0
1874271_1	0	0	0
1874271_2	0	0	0
1870005	1	1	1
1851559	1	1	1
1827784	1	1	1
1807913	0	0	0
1800821	0	0	0
1773268	0	0	0
1759981_1	1	1	1
1759981_2	1	1	1
1753923	1	1	1
1739399	0	0	0
1731573	0	0	0
1715166	1	1	1
1714977	0	0	0
1714554	0	0	0
1706930_1	1	1	1
1706930_2	1	1	1
1698726	0	0	0
1690115	1	1	1
1680939	0	0	0
1634721	0	0	0
1574502	0	0	0
1557975	0	0	0
1539040	0	0	0
1523860	1	1	1
1507905_1	1	1	1
1507905_2	1	1	1
1507905_3	1	1	1
1501698	0	0	0
1468029_1	0	0	0
1468029_2	0	0	0
1467770	0	0	0
1447648	1	1	1
1447374	1	1	1
1434615	1	1	1
1416348	0	0	0
1414708	1	1	1
1393467	1	1	1
139223	1	1	1
1388263	1	1	1
1387290	1	1	1
1377358_1	1	1	1
1377358_2	1	1	1
1377358_3	1	1	1
1375200	0	0	0
1372232	0	0	0
1358492	1	1	1
1336959	0	0	0
1309715	1	1	1
1286028	0	0	0
1280993	1	1	1
1276249	0	0	0
1273379	0	0	0
1229509	1	1	1
1228546	1	1	1
1206059	0	0	0
1192737	0	0	0
1156244	0	0	0
1153792	0	0	0
1148739	1	1	1
1112314	0	0	0
1092935	0	0	0
1091540	0	0	0
108158	0	0	0
1044652	1	1	1
1030764_1	1	1	1
1030764_2	1	1	1
1016247	0	0	0
4883768	0	0	0
5246526	1	1	1
3861350	1	1	1
6007684	0	0	0
5404864	1	1	1
2674464	1	1	1
2498260	0	0	0
4226211	1	1	1
3190134	0	0	0
549520	1	1	1
3396483	1	1	1
6247286_1	0	0	0
6247286_2	0	0	0
6415494	0	0	0
260227	1	1	1
3132469	1	1	1
5428990	1	1	1
2893004	0.0909090909090909	0	0
6588662	0.941176470588235	1	1
427755_1	0	0	0
427755_2	0	0	0
427755_3	0	0	0
1821121	0	0	0
6427969	0	0	0
2813287_1	1	1	1
2813287_2	1	1	1
4973572	0.0769230769230769	0	0
4412976	1	0.9375	1
4756979	1	1	0.95
1939495	1	1	0.933333333333333
3532365	1	1	0.956521739130435
6510148	0	0.0555555555555556	0
855490	0	0	0
428620_1	0.0909090909090909	0	0
428620_2	0.0909090909090909	0	0
2331610	1	1	1
3134820	0.0833333333333333	0	0
6195199_1	1	1	1
6195199_2	1	1	1
295986	0	0.0454545454545455	0
2044699	1	0.933333333333333	1
6386649	0	0.05	0
3212009	1	1	0.956521739130435
5495543	0.0769230769230769	0	0
4761405	0	0	0.0555555555555556
2385092	1	1	0.952380952380952
5938364	0	0.0909090909090909	0
3684929	1	1	0.952380952380952
3422710	0	0	0
5408177	1	1	1
4887131	0.1	0	0
2640609	1	1	1
1101589_1	0	0.0588235294117647	0
1101589_2	0	0.0588235294117647	0
4909506	1	0.909090909090909	1
1112131	0.9375	1	1
4750955	0	0	0
2567780	0	0.0476190476190476	0
4087843	0	0.0588235294117647	0
2540767	1	0.923076923076923	1
4720534	0	0	0.0454545454545455
4379787	0	0	0
6003311	1	1	1
3636422	0	0	0
1302873	1	1	1
1263039	1	1	1
4083837	0	0	0
2845003	0.0769230769230769	1	0.956521739130435
2719715	0	0	0
1632593	1	1	1
2470627	0.9	1	1
2090075	0.0833333333333333	0.0769230769230769	0
4270218	1	0.916666666666667	1
4510399	0	0.0714285714285714	0
3413325	1	1	1
4799886_1	0	0	0.0625
4799886_2	0	0	0.0625
1371336	0	0.0625	0.0454545454545455
5087892	0	0	0.0416666666666667
3570776	1	1	1
3934504	1	1	1
2106642	0.846153846153846	0	0
2858309	0.0769230769230769	0	0
1979360	0.153846153846154	0	0
1818591	1	0.916666666666667	0.96
6488570	1	1	1
3642629	0	0.142857142857143	0
4628152	0	0.0714285714285714	0
3885813_1	0	0.125	0
3885813_2	0	0.125	0
2303588	0.923076923076923	1	1
1396627	1	1	1
1751842	0.857142857142857	1	1
4666707_1	0.125	0	0
4666707_2	0.125	0	0
5389457	1	0.769230769230769	1
3414330_1	0	0	0.0454545454545455
3414330_2	0	0	0.0454545454545455
6168219	1	1	1
2388476	1	0.933333333333333	1
4542430_1	1	1	0.9
4542430_2	1	1	0.9
4542430_3	1	1	0.9
2939803	0.888888888888889	1	0.96
4276070	0.230769230769231	1	1
3276125_1	1	0.933333333333333	0.925925925925926
3276125_2	1	0.933333333333333	0.925925925925926
2168304	0	0.105263157894737	0.0555555555555556
6539157	1	0.894736842105263	1
2482760	0.9	1	0.904761904761905
4683744	0	0	0
1554462	1	0.882352941176471	1
4673381	0	0	0
2071554	0.230769230769231	1	1
1187041	1	0.75	1
3612445	0.888888888888889	0.125	0.0555555555555556
4028515	0	0	0.2
3427933	0	0.0714285714285714	0.0666666666666667
2042888	0.181818181818182	0	0
5746477	0.769230769230769	1	0.952380952380952
6394074	1	0.866666666666667	1
3067320	0.8	0.941176470588235	1
3357558	0	0.125	0
5957418	0.2	0	0
5682333	1	0.875	0.944444444444444
3014744	0.833333333333333	0	0.0666666666666667
1429697	0.0833333333333333	0.0909090909090909	0.0588235294117647
3116392	0	1	0.777777777777778
4151343	0	0.105263157894737	0.04
5847360	1	0.909090909090909	0.954545454545455
6238830	0.916666666666667	0.941176470588235	1
6110747	0.882352941176471	0.909090909090909	1
5393496	0	0.157894736842105	0.0454545454545455
1367427	1	0.444444444444444	1
6578713	0.846153846153846	1	0.95
4407616	0	0.875	0.777777777777778
6547678	1	0.733333333333333	0.956521739130435
3550721	0	0.238095238095238	0
6018189	0.875	0.916666666666667	1
1303577	0	0.0555555555555556	0.111111111111111
5397124	0.769230769230769	1	0.96
5335670	1	0.916666666666667	0.882352941176471
5683026	0.111111111111111	0.933333333333333	0.884615384615385
967315	0	0.136363636363636	0.05
1388108	0.8125	0	0.111111111111111
3546607	1	0	0.2
2549831	0.9375	0.0769230769230769	0.238095238095238
6461533	0	1	0.736842105263158
4764915	0	0.1	0.0588235294117647
657153	0	0	0
4949561	0.0714285714285714	0.142857142857143	0.111111111111111
6168732	1	0.75	0.894736842105263
6016908	0	0.230769230769231	0.037037037037037
6326073_1	1	0.454545454545455	1
6326073_2	1	0.454545454545455	1
4553075	0.166666666666667	0.0555555555555556	0.0526315789473684
4019355	0.642857142857143	0	0.0625
564091_1	1	0.9	0.92
564091_2	1	0.9	0.92
1665492_1	0.153846153846154	1	0.904761904761905
1665492_2	0.153846153846154	1	0.904761904761905
2297368	1	0.692307692307692	0.96
3045800	0.166666666666667	0	0.0476190476190476
6394906	0.153846153846154	0.0714285714285714	0.117647058823529
3095455	0.272727272727273	1	0.91304347826087
2055741	0.25	1	0.95
1652868	0	0.333333333333333	0.0454545454545455
1408447	1	0.733333333333333	0.916666666666667
5343015	0.714285714285714	0	0
3821280	0.0666666666666667	0.0588235294117647	0.04
4304046	0	0.0909090909090909	0.142857142857143
3101613_1	0.642857142857143	0	0
3101613_2	0.642857142857143	0	0
2745040	0.777777777777778	0	0.3125
4638305	0	0.176470588235294	0.0434782608695652
1730697	1	0.6875	0.961538461538462
188187	0.6	1	0.91304347826087
2699275	0	0	0
1451059	0.8	0.909090909090909	0.952380952380952
4887991	1	0.4375	0.894736842105263
2792809	1	1	0.91304347826087
4432293	0.0769230769230769	0.266666666666667	0
4282971	1	0.8125	0.80952380952381
3417273	0.142857142857143	0.916666666666667	0.863636363636364
5681256	0.357142857142857	1	1
1054646	0.461538461538462	1	0.944444444444444
4367080	1	0.789473684210526	0.857142857142857
6582120_1	0.285714285714286	1	0.933333333333333
6582120_2	0.285714285714286	1	0.933333333333333
1213217	0.6875	0	0.0434782608695652
2454257	0.941176470588235	0.875	0.875
5131201	0.2	0.941176470588235	0.909090909090909
2699555	0.375	1	1
4170235	1	1	0.8
2557995	0.0909090909090909	0	0.285714285714286
315995	0.823529411764706	1	0.944444444444444
834139	0.1	0.866666666666667	0.882352941176471
4771666	0.111111111111111	1	0.625
5655710	1	0.266666666666667	0.91304347826087
1861720	0.0909090909090909	0.176470588235294	0.037037037037037
4772711	0	0.142857142857143	0.208333333333333
1801335	0	0.153846153846154	0.08
3618279	0.153846153846154	1	0.777777777777778
2391604	0.916666666666667	0	0.238095238095238
1784366	0.866666666666667	0.916666666666667	0.916666666666667
1698848	0	0.0625	0.0952380952380952
1075119	0.933333333333333	0.277777777777778	0.15
3545802	0.846153846153846	0	0.173913043478261
6264395	1	0.230769230769231	0.315789473684211
4251087	0.333333333333333	1	0.956521739130435
2202238	1	0.625	0.833333333333333
4535950	1	0.857142857142857	0.80952380952381
5982808	0	0.214285714285714	0.0909090909090909
176423	1	0.266666666666667	0.25
200111	0.625	0.142857142857143	0.08
454082	0	0.363636363636364	0.6875
1362308	0	0.5	0.111111111111111
5123474	1	0.785714285714286	0.958333333333333
6328671	0.2	1	0.818181818181818
3041618	0.25	1	0.904761904761905
6061616	0.0833333333333333	0.357142857142857	0.0384615384615385
3769801	0.0588235294117647	0.1875	0.105263157894737
3940587	0.666666666666667	0.666666666666667	0.1
5815173	0	0.846153846153846	0.476190476190476
3120471	0	0.533333333333333	0.266666666666667
3475631	1	0.761904761904762	0.884615384615385
4712227	0.928571428571429	0.2	0.5625
1984932	0.0909090909090909	0.25	0.0434782608695652
3847903	0.909090909090909	0.222222222222222	0.173913043478261
2095516	1	0.6	0.904761904761905
2141472	0.307692307692308	1	0.9
4323159	0	0.777777777777778	0.173913043478261
3258798	0.181818181818182	0.95	0.875
3876731	0	0.75	0.72
1703506	0.583333333333333	0.133333333333333	0.0476190476190476
3739120	0	0.444444444444444	0.0952380952380952
4056005	0.75	0	0.125
3875832	0.461538461538462	1	1
6010852	1	0.444444444444444	1
735886	0.933333333333333	0.727272727272727	0.904761904761905
3936436	0.0769230769230769	0.6	0.818181818181818
3744865	0.6875	0	0.105263157894737
2838794	1	0.578947368421053	0.814814814814815
3663366	0.2	0.315789473684211	0.0416666666666667
3225818	0.4	1	0.96
1730417	1	0.411764705882353	0.92
4485891	0	0.3125	0.269230769230769
6051973	0	0.153846153846154	0.181818181818182
3189893	0.3	1	0.736842105263158
6081974	0	0.733333333333333	0.318181818181818
4604761	1	0.714285714285714	0.833333333333333
2437258	0.230769230769231	0.35	0.111111111111111
4510987_1	1	0.4375	1
4510987_2	1	0.4375	1
4030675	0.416666666666667	1	0.954545454545455
5389643	0	0.210526315789474	0.192307692307692
4120990	0	0.235294117647059	0.1
2535545	1	0.642857142857143	0.869565217391304
4952865	1	0.5	0.826086956521739
5901353	1	0.333333333333333	0.72
4801725_1	0	0.6875	0.176470588235294
4801725_2	0	0.6875	0.176470588235294
214314_1	0.636363636363636	0.2	0.227272727272727
214314_2	0.636363636363636	0.2	0.227272727272727
5383044	0.928571428571429	0.833333333333333	0.722222222222222
3870237	0.8	0.866666666666667	0.761904761904762
6323560	0.25	1	0.75
4636658	0	0.333333333333333	0.130434782608696
4568681	1	0.75	0.923076923076923
5581926	0.25	0.916666666666667	0.636363636363636
3665861	0.636363636363636	0.105263157894737	0
178366	0.5	1	1
3887412	0.6875	0.2	0.235294117647059
321291	0.727272727272727	0.571428571428571	0.904761904761905
380029	0.928571428571429	0.444444444444444	0.782608695652174
4022546	0.692307692307692	0.3125	0.210526315789474
3003121	0.230769230769231	0.833333333333333	0.666666666666667
3816378	0.8	0.142857142857143	0.444444444444444
5384901	1	0.428571428571429	0.952380952380952
5735320	0.117647058823529	0.285714285714286	0.133333333333333
3953926	0.470588235294118	1	0.96
3398953	0.235294117647059	0.894736842105263	0.7
4697645	0.142857142857143	0.714285714285714	0.652173913043478
6120899	0.888888888888889	0.153846153846154	0.454545454545455
878429	0	0.277777777777778	0.166666666666667
2392037	0.928571428571429	0.25	0.307692307692308
6152822	0	0.55	0.0555555555555556
1095759	0.461538461538462	1	0.947368421052632
6147291	0.6	0.1875	0.16
5018136	0.25	0.666666666666667	0.818181818181818
3794853	0.4	0.785714285714286	0.708333333333333
5895961	0.111111111111111	0.882352941176471	0.48
6395514	0.3125	0.6	0.91304347826087
1391663	0.692307692307692	0.769230769230769	0.91304347826087
563889	0	0.625	0.176470588235294
3792235	0.529411764705882	1	1
5339691	0.3	0.1	0.45
5653680	0	0.705882352941177	0.388888888888889
3556153	0.444444444444444	0.846153846153846	1
446006	0	0.222222222222222	0.259259259259259
1939625	0.833333333333333	0.133333333333333	0.416666666666667
1308584	0.272727272727273	0.375	0.15
4182317	0.769230769230769	0.19047619047619	0.166666666666667
6433764	0.923076923076923	0.176470588235294	0.4
6198890	0	0.470588235294118	0.0555555555555556
2273004	0.9375	0.533333333333333	0.444444444444444
2263651	1	0.631578947368421	1
3798128	0.125	0.333333333333333	0.375
1011268	0.363636363636364	0.888888888888889	0.916666666666667
4280891	0	0.6	0.115384615384615
6041202	0.0588235294117647	0.1875	0.222222222222222
452778	0	0.318181818181818	0.12
4993957	1	0.5	0.961538461538462
1635424_1	0.666666666666667	0.722222222222222	0.869565217391304
1635424_2	0.666666666666667	0.722222222222222	0.869565217391304
4951731	0.5	0.952380952380952	1
4595440	0.846153846153846	0.722222222222222	0.6
1602377	1	0.428571428571429	0.894736842105263
5416632	0.769230769230769	0.2	0.210526315789474
4329554	0.846153846153846	0.75	0.352941176470588
6539942	0.615384615384615	0.0714285714285714	0.380952380952381
4113319	1	0.785714285714286	0.708333333333333
2757176	0	0.5	0.652173913043478
4705519_1	1	0.4	0.818181818181818
4705519_2	1	0.4	0.818181818181818
5356437_1	0.555555555555556	0.0714285714285714	0.272727272727273
5356437_2	0.555555555555556	0.0714285714285714	0.272727272727273
4558825	0.0833333333333333	0.318181818181818	0.277777777777778
6480502	0.916666666666667	0.666666666666667	0.8
2440132	0.928571428571429	0.333333333333333	0.592592592592593
2786260	0.272727272727273	0.846153846153846	0.478260869565217
5933843	0.2	0.333333333333333	0.318181818181818
937647	1	0.588235294117647	0.318181818181818
6271635	0.769230769230769	0.272727272727273	0.3
5403731	0.176470588235294	0.833333333333333	0.583333333333333
1302596	0.857142857142857	0.428571428571429	0.421052631578947
5593199	0.2	0.875	0.523809523809524
4747666	0.0909090909090909	0.333333333333333	0.235294117647059
4406723	0	0.5625	0.15
3876252	0.9	0.266666666666667	0.68
3293469	1	0.5625	0.789473684210526
6515163	0.818181818181818	0.333333333333333	0.192307692307692
4679571	0.75	0.272727272727273	0.555555555555556
4303956	1	0.555555555555556	0.92
4307680	0.785714285714286	0.235294117647059	0.260869565217391
5093842	0.785714285714286	0.642857142857143	0.5
624424	0.166666666666667	0.666666666666667	0.388888888888889
6149119	0.3	0.722222222222222	0.6
1637583	0.785714285714286	0.555555555555556	0.222222222222222
6384300	0.733333333333333	0.75	0.708333333333333
6032423	0.461538461538462	1	0.88
1572014	1	0.5	0.652173913043478
5050852	0	0.5	0.0909090909090909
4451817	0.333333333333333	0.692307692307692	0.68
1451155	0	0.533333333333333	0.125
3022527	1	0.444444444444444	0.863636363636364
1988253	0	0.578947368421053	0.173913043478261
4737464	0.153846153846154	0.545454545454545	0.36
6304097	0	0.133333333333333	0.470588235294118
1896865	1	0.923076923076923	0.541666666666667
3283657	0.714285714285714	0.230769230769231	0.32
1119182	0.333333333333333	0.642857142857143	0.842105263157895
4187638	0.769230769230769	0.692307692307692	0.764705882352941
5789681	0.647058823529412	1	1
3465487	0.583333333333333	0.0769230769230769	0.181818181818182
4707119	0.666666666666667	0.1875	0.285714285714286
4033642	0.285714285714286	0.133333333333333	0.238095238095238
367328	0.176470588235294	0.555555555555556	0.647058823529412
5424374	0.764705882352941	0.611111111111111	0.88
6448935	1	0.428571428571429	0.64
403456	0.6	0.636363636363636	0.80952380952381
4183635	1	0.5	0.722222222222222
1637055	0	0.5	0.269230769230769
2322411	0.153846153846154	0.666666666666667	0.521739130434783
2916925	0.214285714285714	0.526315789473684	0.65
1914699	0.2	0.75	0.625
1659410	1	0.75	0.619047619047619
5269035	0	0.421052631578947	0.136363636363636
156581	1	0.555555555555556	0.652173913043478
6001723	0.923076923076923	0.444444444444444	0.5
3534338	0.777777777777778	0.6	0.875
1524328	1	0.529411764705882	0.807692307692308
1705321	0.384615384615385	0.736842105263158	0.304347826086957
5741243	0.857142857142857	0.818181818181818	0.458333333333333
4665749	0.1	0.368421052631579	0.227272727272727
3415483	0.0769230769230769	0.444444444444444	0.555555555555556
6181308	0.6	0.888888888888889	1
6153618	0.2	0.666666666666667	0.608695652173913
3800684_1	0.727272727272727	0.529411764705882	0.541666666666667
3800684_2	0.727272727272727	0.529411764705882	0.541666666666667
6516108	0.666666666666667	0.761904761904762	0.695652173913043
6171416	0	0.476190476190476	0.238095238095238
5266853	0.923076923076923	0.692307692307692	0.5
4193064	0	0.421052631578947	0.0909090909090909
6544109	0	0.380952380952381	0.368421052631579
3056124	0	0.380952380952381	0.0869565217391304
1360416_1	0	0.476190476190476	0.136363636363636
1360416_2	0	0.476190476190476	0.136363636363636
3424597	0	0.388888888888889	0.352941176470588
5846847	0.928571428571429	0.6875	0.5
3387561	0.666666666666667	0.5	0.454545454545455
212700	0.285714285714286	0.5625	0.615384615384615
1534204	1	0.5625	0.791666666666667
6163698	1	0.588235294117647	0.875
4176406	1	0.818181818181818	0.6
1575011	0	0.45	0.222222222222222
2980436	0	0.421052631578947	0.260869565217391
3215570	0	0.473684210526316	0.230769230769231
5567612	0.823529411764706	0.6875	0.666666666666667
1184209	0	0.266666666666667	0.428571428571429
1736047	0.0909090909090909	0.411764705882353	0.384615384615385
2448087	0.9	0.80952380952381	0.611111111111111
5456255	1	0.722222222222222	0.68
2589986	0.705882352941177	0.6	0.631578947368421
6152684	1	0.461538461538462	0.708333333333333
6154027	0.111111111111111	0.142857142857143	0.428571428571429
921970	0.333333333333333	0.368421052631579	0.684210526315789
4634232	0	0.4	0.19047619047619
3857893	1	0.647058823529412	0.894736842105263
2939152	0.882352941176471	0.75	0.454545454545455
337429	1	0.619047619047619	0.863636363636364
4248612	0	0.25	0.409090909090909
1366803	0.636363636363636	0.5	0.481481481481481
3622151	0	0.25	0.37037037037037
2893253	0.642857142857143	0.722222222222222	0.478260869565217
817883	1	0.681818181818182	0.894736842105263
6123772	0	0.333333333333333	0.0952380952380952
6519600	1	0.636363636363636	0.727272727272727
3832043	0	0.363636363636364	0.3
4235597	0.333333333333333	0.0666666666666667	0.0526315789473684
3580126	0	0.363636363636364	0.2
213885	0.823529411764706	0.476190476190476	0.7
2385643	0	0.3	0.272727272727273
5466712	0.666666666666667	0.857142857142857	0.583333333333333
2247950	0	0.133333333333333	0.318181818181818
2545018_1	0.866666666666667	0.6875	0.541666666666667
2545018_2	0.866666666666667	0.6875	0.541666666666667
3881890	1	0.625	0.789473684210526
