TARA_147	TARA_149	TARA_150	TARA_151	TARA_152	TARA_25	TARA_26	TARA_30
5678792	21	22	14	12	18	10	13	48
1437386	12	10	14	14	16	14	14	43
6013528	18	20	21	17	11	16	11	78
6497775	17	13	15	15	18	13	16	74
5209673	15	22	14	13	14	17	11	64
2777301	10	17	11	12	9	18	9	78
4798850	11	12	15	15	21	11	10	57
4154885	22	17	17	16	14	11	13	61
2002733	11	13	13	16	19	15	13	62
2935526	12	13	20	21	15	16	12	63
4945579	21	10	18	16	14	12	9	55
917876	23	21	20	17	17	18	12	80
1186977	18	15	12	10	12	17	14	52
5322268_1	13	10	16	12	20	10	14	57
5322268_2	13	10	16	12	20	10	14	57
2962920	17	13	21	14	16	13	12	62
5314104	19	21	14	21	19	12	13	77
4601786	14	11	13	15	13	18	17	67
3328920	18	19	20	19	21	10	16	58
5940027	16	13	17	18	14	11	16	71
59353	17	11	17	21	22	13	12	66
3892852	10	14	9	15	9	9	13	59
986256	19	19	10	9	12	11	17	68
1111937	16	22	16	15	15	10	16	57
2322973	13	14	9	17	22	18	13	78
2144534	14	13	18	13	13	9	12	65
5786839	15	21	10	16	17	11	11	63
2817656	15	19	12	10	18	11	11	43
2980520	15	20	17	17	12	18	10	76
785117	21	22	13	11	19	10	11	42
2136054	11	13	11	12	20	11	11	58
1991040	21	18	18	14	13	12	14	52
6284676	16	13	15	12	9	11	14	48
4129909	9	17	13	15	11	12	9	57
1004794	22	9	14	9	11	9	12	57
6199658	21	18	14	13	19	10	11	73
5643722	10	22	11	13	16	11	11	64
2172749	19	12	16	19	13	16	15	66
2864215	15	15	10	9	22	11	10	69
4025958	10	15	17	17	11	15	11	76
1121008	17	13	17	18	10	11	9	54
881764	23	20	18	21	17	10	10	64
5379138_1	18	14	14	16	16	16	13	50
5379138_2	18	14	14	16	16	16	13	50
4012602	22	20	20	13	16	9	14	74
461426	22	9	16	19	15	16	9	69
5641886	22	19	16	21	14	11	10	56
1932289	21	15	19	12	18	9	11	62
1224698	14	10	11	19	21	15	11	62
4140069	20	18	20	13	16	12	10	79
3796653	9	10	13	20	16	15	16	80
868170	15	16	17	10	15	11	14	69
6024344	18	11	17	11	16	16	11	76
688773	19	18	10	19	14	13	11	60
93025	17	12	14	19	9	9	14	63
6318446	22	9	18	15	19	13	14	67
5660116	18	11	19	19	21	12	17	78
1955481	20	17	16	17	14	10	15	73
3240383	15	19	12	18	11	14	12	61
4632042_1	23	16	20	10	14	11	13	63
4632042_2	23	16	20	10	14	11	13	63
6279576	9	9	18	10	12	10	13	70
4264551	18	13	22	20	12	14	13	72
3923680	18	12	19	14	19	11	15	61
4999973	24	19	14	13	10	10	12	72
847862	20	15	16	16	19	12	15	71
5179680	15	21	16	18	12	11	9	46
1385627	18	16	15	19	19	15	13	68
1174523	22	20	16	17	20	12	10	65
4389957	13	14	12	14	12	14	11	62
5314282	19	15	21	16	11	12	13	69
3294893	22	13	10	18	16	16	11	71
5184226	24	19	21	16	10	15	9	54
1114396	14	15	11	17	16	12	14	70
2504848	14	12	14	11	14	9	11	69
5354002	19	13	15	10	18	10	12	69
4848259	11	13	14	11	12	11	11	67
5263626	11	19	17	14	19	13	9	53
