TARA_142	TARA_144	TARA_146	TARA_147	TARA_148	TARA_149	TARA_30
6755633	11	18	28	22	9	20	15
4235094	12	13	36	34	11	27	23
6921123_1	17	23	50	42	16	43	26
6921123_2	17	23	50	42	16	43	26
1767562	9	18	21	21	11	21	14
5637846	20	15	47	37	30	38	18
5605654	12	16	27	34	18	27	20
6495765	11	18	48	37	19	33	19
3757731	16	17	41	40	17	24	17
645653_1	10	15	40	34	20	23	14
645653_2	10	15	40	34	20	23	14
4930564	13	16	60	32	10	22	15
2248322	21	16	36	45	16	39	24
5004741	24	23	59	43	15	28	15
3657061	14	19	34	27	24	28	19
371866	15	26	57	46	25	37	24
6440521	9	9	36	25	10	16	15
6999994	10	10	37	41	12	28	18
3948774	14	9	35	41	17	22	17
221813	20	14	46	33	29	24	18
6736870	17	15	48	31	17	17	12
6963713	21	14	38	32	17	25	21
5610440	12	17	48	34	19	39	21
3987390	12	22	57	46	11	20	19
3619953	11	13	34	28	28	21	12
5853103	9	20	47	34	20	36	24
3412210	10	12	37	26	12	22	18
4664160	17	13	36	33	16	24	14
2436828	12	9	42	12	18	34	18
2570445	12	18	40	31	10	34	11
2219984	9	14	41	37	11	14	15
6190634	10	14	36	40	21	33	11
7106606	18	23	28	40	13	30	20
5356625	15	18	45	52	22	32	31
5607931	13	12	60	37	26	31	23
1353629	13	11	41	36	12	27	18
5311294	12	24	61	31	20	22	24
18461	17	11	44	31	16	33	25
5878892	10	14	40	31	14	20	17
2213648	21	11	34	22	11	18	11
3795737	14	17	52	36	22	39	10
5268361	12	19	43	32	22	24	11
1023350	16	18	45	36	15	27	14
4892329	11	12	42	31	14	16	14
27884_1	13	12	41	21	20	17	17
27884_2	13	12	41	21	20	17	17
4175197	10	12	36	32	21	36	20
931093	16	16	23	22	23	27	11
514905	20	16	26	25	15	21	10
4108198	20	22	53	45	28	32	29
2528794	22	11	50	40	22	42	26
1871877_1	16	9	50	36	21	29	17
1871877_2	16	9	50	36	21	29	17
3142512	12	17	26	49	13	22	11
6709987	10	19	30	30	24	33	25
2550337	11	14	34	25	13	25	13
6732713	17	11	43	37	12	16	24
2809660	15	23	48	36	19	35	20
4666896	9	15	41	37	12	18	16
4983841	9	15	55	42	20	24	28
3450639_1	15	25	47	25	20	33	17
3450639_2	15	25	47	25	20	33	17
3450639_3	15	25	47	25	20	33	17
2005294_1	13	12	47	31	27	21	20
2005294_2	13	12	47	31	27	21	20
5904490	10	24	45	28	23	29	27
4907965	11	24	55	52	13	26	10
5524435	18	10	39	24	21	29	13
360821	12	21	39	28	21	23	27
2855151	17	20	38	37	29	31	20
5091127	14	14	33	22	12	29	18
2747203	15	14	23	15	13	28	14
1605044	9	18	41	40	20	23	18
3773958_1	19	23	39	40	28	42	21
3773958_2	19	23	39	40	28	42	21
5217959	10	13	52	25	9	23	23
3084169	12	14	24	33	14	33	22
1257921	14	10	29	28	22	24	19
2366097	9	17	60	33	16	29	20
6475163	10	12	28	29	17	22	16
500215	16	15	41	33	19	27	20
6820668	12	11	38	31	17	29	12
44346	18	11	31	27	11	19	15
1617519	10	19	33	44	13	29	17
1059696	20	16	46	37	17	23	9
5818925	19	26	46	37	13	33	22
3072806	16	23	43	45	27	33	22
6849104	15	16	34	41	22	22	17
6948229	18	11	57	31	22	27	15
4510963	10	15	42	46	18	31	11
6698769	11	15	44	47	21	33	24
4824282	16	18	39	38	10	11	20
3576115	19	11	49	40	24	21	15
1261773	18	17	53	31	14	41	17
1070962	9	25	58	49	24	33	27
213576	15	13	39	45	15	26	14
4588385_1	21	23	50	33	27	40	31
4588385_2	21	23	50	33	27	40	31
5287763	11	16	25	41	11	29	11
2589814_1	19	10	51	40	11	32	26
2589814_2	19	10	51	40	11	32	26
4781034	14	15	50	44	24	33	22
2531523_1	19	25	46	46	18	44	29
2531523_2	19	25	46	46	18	44	29
6824087	11	15	37	39	19	24	13
5372313	15	14	44	33	17	38	22
2759570	11	14	33	32	16	37	12
5959679	14	17	51	29	16	30	11
5407933	11	21	57	47	18	26	17
4128648_1	17	17	62	43	16	36	25
4128648_2	17	17	62	43	16	36	25
4128648_3	17	17	62	43	16	36	25
6983690	16	28	63	39	25	33	20
2086914	11	11	33	27	14	12	15
5805779	22	23	36	43	23	44	17
5029721	10	14	41	35	11	30	15
2142143	12	26	61	44	30	28	21
6629641	23	28	52	35	13	42	21
3395228	22	22	48	39	18	25	30
2726449	9	14	26	27	27	25	16
1868593	22	19	59	47	30	28	25
4876252	12	12	38	24	19	24	10
4430734	21	27	45	35	19	40	19
583231	21	20	58	41	23	26	26
4333176	17	19	40	39	21	31	25
2797846	15	12	39	20	15	16	9
6355746	12	13	30	24	18	21	19
4765030	12	19	52	37	24	20	12
3999016	22	22	56	36	22	25	11
368448	18	19	52	25	19	44	20
3295858	15	12	38	18	12	33	12
3665582	23	15	43	36	17	25	14
2534989	14	16	57	28	23	45	22
689628	20	15	47	35	25	40	17
5462991	13	20	35	17	10	13	13
3469597	18	11	40	36	16	24	19
5892554	19	23	38	43	16	32	29
5988401	13	16	25	25	12	21	12
1777477	9	17	42	22	15	18	9
2813343	10	23	61	38	27	26	14
5762906	14	16	33	26	13	32	13
5132361	10	13	30	34	13	22	17
3368353	12	18	50	35	20	27	20
6151133	11	15	36	31	9	28	27
6732088	15	23	45	37	21	23	10
5828171	13	16	55	27	22	44	27
965088	19	21	45	20	10	28	13
3742850	20	15	60	43	14	29	15
5325127	20	15	30	34	16	28	12
2421319	20	15	49	51	19	27	24
4948833	14	13	42	34	29	40	18
6541958	18	10	22	20	17	21	24
3445251_1	12	14	62	39	22	29	30
3445251_2	12	14	62	39	22	29	30
6942442	10	11	47	30	23	31	29
129680	11	25	63	47	21	42	13
2143788	9	13	29	31	10	31	18
2530110	9	19	56	46	12	39	17
1403352	23	21	62	41	25	27	23
4065875	15	25	50	29	29	20	26
1854692	14	12	24	30	12	24	17
974949	10	16	48	24	9	22	18
149879	13	21	53	50	17	34	17
2333087	11	19	42	24	23	29	15
4703082	22	18	55	28	23	36	21
6872742	11	14	26	25	14	19	17
63697	19	15	54	49	21	23	21
6795415	13	9	35	33	22	27	9
7020150	16	21	23	24	24	28	14
4354442	24	19	44	36	15	32	20
5131354	9	12	41	40	22	34	26
3996850	11	11	36	28	25	26	12
2085880	14	21	47	48	27	36	16
6951981	22	15	58	44	30	27	13
3582594	14	19	56	47	14	39	31
6831940	18	19	43	35	20	27	24
6256224	15	14	53	27	12	27	13
2426083	9	14	39	52	16	23	19
1606996	11	14	50	48	24	36	25
4063725_1	20	18	51	30	16	28	17
4063725_2	20	18	51	30	16	28	17
4063725_3	20	18	51	30	16	28	17
4912263	15	12	37	43	18	34	11
2270533_1	17	14	45	33	14	27	13
2270533_2	17	14	45	33	14	27	13
3945376	16	27	46	53	28	28	29
6235436	11	11	59	36	30	38	15
2124592	11	12	37	27	19	30	28
6551139	14	9	42	15	15	14	14
1718010_1	19	18	54	31	14	35	21
1718010_2	19	18	54	31	14	35	21
2169810	14	21	38	29	12	32	15
5035519	11	10	41	44	21	34	14
1409000	10	19	38	27	21	30	14
1139736	9	23	61	40	20	37	19
4589089	16	9	51	17	21	30	13
5415466	13	28	56	30	19	38	23
2899760	21	16	62	29	14	40	11
6990463	10	19	28	23	10	19	17
1110656_1	18	18	46	35	16	36	17
1110656_2	18	18	46	35	16	36	17
3831378	9	28	47	26	17	30	20
4822534	23	22	57	38	19	40	21
5871894	21	22	58	46	16	38	18
1431736	14	16	37	35	10	15	15
6227498	16	19	53	38	16	41	26
4319246	24	15	39	31	17	32	30
4072762	12	20	33	36	11	40	20
6140289_1	14	24	34	25	20	20	15
6140289_2	14	24	34	25	20	20	15
1687850	15	21	47	36	25	24	20
4430524	12	19	47	31	20	35	11
4342021	17	27	58	30	19	35	14
801497_1	14	20	42	27	17	41	12
801497_2	14	20	42	27	17	41	12
3489988	10	16	52	27	27	32	28
5998500	12	19	44	43	22	19	13
3968284	19	20	63	49	27	38	24
4061309	13	11	49	33	9	29	21
5334106_1	18	13	52	35	24	40	17
5334106_2	18	13	52	35	24	40	17
2636635	15	15	29	27	13	32	11
3731313	13	15	56	41	21	27	17
4204879_1	18	9	51	27	23	19	21
4204879_2	18	9	51	27	23	19	21
1184035	11	16	45	39	19	27	31
4855686	13	11	37	27	23	20	9
726152	14	11	41	28	18	37	23
3562347	22	13	45	24	22	21	12
2924621	22	13	47	46	18	29	28
3306919	22	20	64	40	17	33	27
1182140	16	24	47	26	16	23	25
3172622	15	13	50	45	26	34	26
5859392	16	13	29	24	22	13	15
1620655_1	12	10	34	36	20	25	25
1620655_2	12	10	34	36	20	25	25
6243833	15	9	50	45	17	19	12
2590674	13	20	50	47	19	26	21
4094920	10	13	29	29	13	13	18
6318049	17	17	52	36	10	38	14
2270455	17	11	47	35	27	45	26
2305843	22	17	47	36	12	25	19
201192	18	15	39	30	19	39	19
5584872	19	21	39	30	20	29	25
2550051	24	15	54	41	24	30	21
4075827	11	18	36	33	11	22	16
4733009	18	23	45	29	18	33	14
6019626	12	9	42	23	16	39	20
6794059	14	20	35	36	18	23	31
3666498_1	13	15	43	34	25	41	20
3666498_2	13	15	43	34	25	41	20
2217706_1	18	15	38	32	22	34	29
2217706_2	18	15	38	32	22	34	29
2323963_1	16	9	43	27	19	23	12
2323963_2	16	9	43	27	19	23	12
2323963_3	16	9	43	27	19	23	12
4303838	13	21	47	38	20	38	18
5754207	9	13	46	27	16	32	19
162_1	14	16	59	50	27	37	19
162_2	14	16	59	50	27	37	19
2308054	10	9	42	41	19	20	11
4967221	15	17	40	29	25	32	20
454228	19	19	57	40	22	37	26
4656533_1	16	25	53	35	23	32	15
4656533_2	16	25	53	35	23	32	15
2592741	10	18	50	27	26	33	11
3295996_1	16	18	55	41	18	26	12
3295996_2	16	18	55	41	18	26	12
5934897	18	20	47	26	13	14	25
681417	17	14	33	41	28	27	19
2634568	13	12	30	34	13	36	17
5498238	14	9	32	21	16	26	18
4047223	11	16	45	43	22	38	18
3316011	17	11	51	25	21	28	26
6254671	15	21	49	32	27	19	15
485772	11	14	44	19	22	41	20
107822	15	10	58	31	26	23	24
6083673	16	23	36	42	18	24	17
3667582	15	22	59	45	27	30	20
5818353	23	14	50	51	17	30	21
3991679	12	17	47	52	21	30	23
6918996	19	24	37	36	25	38	15
5079545	17	21	64	36	16	25	24
1943912	23	22	42	41	10	31	9
5352322_1	10	20	46	30	11	37	17
5352322_2	10	20	46	30	11	37	17
4819665	12	20	42	33	17	35	15
3987543	13	17	47	50	20	22	20
5338190	10	19	25	44	15	34	17
4740721	14	12	34	31	13	28	15
4088835	13	16	32	35	20	34	20
4071015	13	16	50	35	12	31	23
7019150	16	21	42	38	24	24	23
1912818	17	13	49	22	24	24	12
3001156	16	14	33	28	16	24	14
272618	9	19	39	45	18	29	16
5180779_1	16	22	58	31	29	28	17
5180779_2	16	22	58	31	29	28	17
1687490	14	12	41	26	26	41	20
6298594	13	21	52	39	15	30	18
6598407	14	20	36	33	21	26	21
4878521	19	17	34	26	25	42	13
3233283	10	19	41	28	23	32	17
3356646	11	10	43	40	19	20	14
2584471	13	25	53	49	21	28	31
6427184_1	13	14	39	40	27	35	28
6427184_2	13	14	39	40	27	35	28
1524111	12	12	36	26	12	32	18
6347702	11	17	38	47	18	27	22
359773	11	11	35	31	22	30	11
5877679	15	17	59	37	22	33	25
835094	17	25	55	39	24	29	22
1870922	11	21	51	41	20	37	20
4531332	12	26	42	30	19	43	11
4142559_1	18	28	48	50	17	32	23
4142559_2	18	28	48	50	17	32	23
6521971_1	13	17	41	46	29	30	17
6521971_2	13	17	41	46	29	30	17
2202129	9	15	30	39	17	26	20
1810160	14	16	40	41	13	28	13
6850935	20	21	44	36	17	29	21
2165925	17	14	51	40	20	27	30
2574480	16	26	39	47	17	28	28
3018967	12	15	36	36	25	31	14
6935651	15	20	46	30	22	31	22
654898	11	14	41	37	21	31	21
1434429	15	11	26	21	12	12	22
4692398	12	17	58	45	16	17	29
1326151	12	26	35	42	22	32	16
4181190	11	11	52	44	9	16	15
3316690	15	13	44	32	12	15	15
6743909	10	10	34	30	28	38	15
6660808	10	17	39	29	15	31	22
3001782_1	16	24	34	23	14	27	9
3001782_2	16	24	34	23	14	27	9
4856700_1	13	12	42	53	28	29	22
4856700_2	13	12	42	53	28	29	22
1454431	12	14	35	31	11	24	16
3785372	16	11	50	38	19	25	19
2304813	11	13	54	35	10	31	23
3478460	20	17	51	44	30	40	19
4076398	11	18	42	32	11	31	16
5620247	16	13	40	21	15	18	15
7074963_1	20	14	59	49	17	35	23
7074963_2	20	14	59	49	17	35	23
3738648	21	18	54	37	24	32	19
174776	9	10	31	31	13	32	20
6340497_1	22	17	56	47	29	33	29
6340497_2	22	17	56	47	29	33	29
1069375	12	18	24	39	19	23	21
4818906	11	17	32	34	18	27	20
3540665	19	19	60	40	24	39	20
3526377	13	16	34	46	23	28	17
5076149_1	10	16	41	43	28	31	21
5076149_2	10	16	41	43	28	31	21
832695	15	13	44	24	16	28	18
274863	15	11	33	39	22	34	25
3595994	17	19	39	34	22	29	12
3382051	18	17	53	46	18	29	15
2608117	10	25	60	40	30	35	13
3727060	14	19	28	23	20	31	25
1509766	12	16	32	26	17	25	12
5864406	11	23	56	31	21	38	22
5210521	9	17	49	26	25	34	19
1027560	11	13	39	37	13	19	10
4245703	10	19	25	26	23	28	21
464614	16	12	26	33	11	30	25
2583222	14	11	44	42	23	25	16
3548263	9	20	55	40	21	17	24
3804216	16	10	40	27	15	28	15
4118165	10	19	45	24	26	21	12
2445042	10	10	37	32	16	39	11
4228890	14	18	58	34	17	39	10
3367221	24	14	54	49	23	36	25
3383365	11	10	41	25	10	22	20
6806920	15	16	56	41	15	36	21
4686751	19	18	38	22	11	21	13
1851826	18	14	42	28	28	33	22
4625960	14	9	32	25	19	30	11
6781475	17	23	57	48	26	27	21
1651305	17	14	44	43	20	36	29
6259223	18	27	52	45	14	30	19
5934219	15	18	37	37	27	40	21
6692785	20	25	55	49	16	36	21
4539874	10	10	33	34	30	34	13
4299286_1	13	18	41	34	15	35	26
4299286_2	13	18	41	34	15	35	26
6230872_1	9	17	31	43	15	25	13
6230872_2	9	17	31	43	15	25	13
2990826	11	18	36	26	16	21	11
1735060_1	13	9	44	29	29	29	22
1735060_2	13	9	44	29	29	29	22
3519427	9	14	46	38	17	32	21
4641582	12	26	56	40	27	32	20
372231	16	15	54	39	21	36	18
3412872	9	22	32	43	26	30	12
567273	17	15	27	37	12	25	17
2257106_1	21	13	44	36	18	24	27
2257106_2	21	13	44	36	18	24	27
21751_1	23	13	45	36	20	40	11
21751_2	23	13	45	36	20	40	11
4577373	12	14	37	37	22	28	13
4860213_1	11	18	62	40	14	43	16
4860213_2	11	18	62	40	14	43	16
1622871	18	9	38	17	21	30	15
3046820	9	14	54	36	17	42	26
3653740	15	22	56	45	25	33	15
831474	9	15	38	19	12	35	13
5768549	17	17	48	34	25	27	12
5322517	13	9	60	28	20	28	23
642999	19	17	31	40	24	43	18
245920	14	17	40	41	23	26	21
6434699_1	12	18	42	37	20	25	9
6434699_2	12	18	42	37	20	25	9
653289	12	16	45	42	26	27	26
6172607_1	13	19	32	42	22	33	14
6172607_2	13	19	32	42	22	33	14
6172607_3	13	19	32	42	22	33	14
4194289	16	15	58	39	12	42	20
5340196	11	16	51	39	14	25	21
6996115	23	24	45	34	27	31	18
3826002	15	15	49	44	25	37	29
304374	14	24	55	48	27	30	27
4354063	10	9	29	36	26	40	15
4969122	17	25	49	41	23	40	31
6820741	18	22	62	38	20	33	23
4651893	11	11	27	23	19	29	21
4874967	15	12	62	52	21	33	26
3107294	10	27	64	38	16	32	19
2752351	9	19	40	41	26	35	18
1354101	12	16	51	43	20	34	16
6898592_1	18	20	47	37	27	33	16
6898592_2	18	20	47	37	27	33	16
2394680	17	20	48	41	21	30	15
4620223	12	15	61	51	26	40	25
297350	14	11	42	19	17	14	17
694085	10	15	34	28	13	25	14
5894483	15	10	40	34	19	31	14
2172641	19	14	50	43	25	34	20
674872	13	23	64	45	17	44	20
805383	24	14	51	43	23	42	25
6201888	12	13	57	40	19	21	20
3095748	15	16	44	49	30	44	15
2026203	18	20	33	32	9	23	30
