TARA_143	TARA_144	TARA_146	TARA_147	TARA_149	TARA_150	TARA_70
483928	14	48	22	28	17	9	11
508952	9	49	52	51	25	11	9
3750733_1	13	50	37	49	15	9	11
3750733_2	13	50	37	49	15	9	11
3697233	17	39	38	51	26	11	15
5565770	14	44	40	39	17	13	20
944607	12	56	40	43	17	13	13
21953	11	33	35	43	10	12	9
3767605	17	48	43	29	19	14	17
3936134	9	40	50	41	17	9	12
1188212	14	58	44	52	16	14	18
5293616	12	44	37	24	11	9	13
5967601	17	64	50	47	23	11	9
394272	18	58	44	54	12	11	13
2769781	11	29	26	43	20	9	15
440871	11	59	34	27	23	14	13
185547	13	46	39	36	20	11	10
5288843_1	16	59	41	43	15	10	13
5288843_2	16	59	41	43	15	10	13
6423482	20	62	26	41	12	13	22
3291192	12	53	38	42	13	14	17
3832274	15	53	48	43	17	13	15
5275086	14	49	39	41	15	9	19
5970216	16	50	41	38	17	10	12
2603159	12	57	35	34	14	16	9
1116067	14	45	36	47	22	9	16
5078050	12	41	24	31	9	10	9
1112456_1	14	45	50	52	26	10	14
1112456_2	14	45	50	52	26	10	14
3444303_1	19	66	40	48	15	14	19
3444303_2	19	66	40	48	15	14	19
1315319	15	49	37	35	22	15	11
4110015	15	38	38	40	22	9	16
5715322_1	10	61	36	32	17	9	12
5715322_2	10	61	36	32	17	9	12
575873	20	42	49	42	21	10	21
5493372	10	57	42	34	17	13	12
4027710	13	49	24	21	17	11	14
5459146	14	58	48	45	16	15	14
499414	11	60	42	36	12	12	9
144719	10	57	50	39	22	9	17
5969902	9	57	45	42	13	10	11
1941839	13	48	30	42	22	10	11
1971450	16	41	28	29	20	9	11
1042748_1	15	54	41	48	18	10	9
1042748_2	15	54	41	48	18	10	9
1042748_3	15	54	41	48	18	10	9
182294_1	16	53	39	43	11	10	15
182294_2	16	53	39	43	11	10	15
2592833_1	14	53	39	51	20	9	14
2592833_2	14	53	39	51	20	9	14
4749120	15	33	48	44	17	11	21
4705311_1	14	46	40	39	13	9	23
4705311_2	14	46	40	39	13	9	23
4705311_3	14	46	40	39	13	9	23
4546705	10	60	51	52	11	12	17
3978423	11	41	33	46	13	10	19
5090310	13	58	48	43	16	14	20
79444	15	36	31	44	11	9	10
1484150	14	64	38	43	11	10	22
1064630	17	38	42	45	19	15	10
524980	14	52	32	33	14	10	11
805220	11	37	43	38	24	12	11
5345171	14	60	28	38	16	12	18
3915263	11	44	41	44	19	9	12
3583319	16	59	38	50	23	11	15
2654384	21	61	43	42	19	9	12
1178648	16	62	46	47	16	11	23
7326	9	52	41	40	19	10	23
5576064	13	60	44	28	21	9	18
1255992	18	43	43	44	19	10	11
6392533_1	15	50	49	43	19	12	12
6392533_2	15	50	49	43	19	12	12
3947172	17	51	34	48	18	15	9
5190020	14	51	41	51	14	15	10
1228786_1	17	35	39	41	17	11	10
1228786_2	17	35	39	41	17	11	10
1228786_3	17	35	39	41	17	11	10
33569	21	56	47	50	18	11	14
322269	13	40	48	49	22	16	21
269721	12	44	31	37	11	10	9
229945	11	53	50	37	9	11	9
4783757	16	51	48	53	19	9	23
1311034	15	46	34	51	18	16	20
3965566	14	50	49	39	10	10	13
6215584	16	44	34	42	22	13	11
6198098	16	62	48	33	25	9	13
5550040	18	56	31	26	15	16	12
5102942	16	59	46	39	15	16	15
59617	14	60	43	42	20	11	9
3376962	19	60	29	49	17	13	21
1061885	17	38	40	44	19	10	17
6332913_1	13	48	49	46	13	12	12
6332913_2	13	48	49	46	13	12	12
1795744	9	47	45	32	20	13	12
4777538_1	12	59	33	52	15	9	17
4777538_2	12	59	33	52	15	9	17
1477187	16	51	40	44	14	15	12
3206967	10	37	28	38	11	12	21
6033745	11	55	34	33	13	12	11
