TARA_142	TARA_147	TARA_7	TARA_18	TARA_22	TARA_23
4667425	26	12	18	9	18	9
1567605	23	11	12	11	21	19
573528	22	13	11	10	12	13
433774	27	11	11	12	15	19
2507992	27	14	17	14	15	16
5727452	30	16	17	11	22	14
3667563	20	16	15	9	17	14
677907	20	16	10	11	17	15
472892	31	12	16	9	22	22
2693948	30	21	15	11	15	16
6004797	16	14	15	9	17	19
2271322	26	20	9	12	12	20
1832127	18	13	18	9	24	12
5355620	27	13	11	10	24	18
2107356	28	14	16	10	15	18
3635794	19	14	16	13	18	18
4160689	30	15	10	11	19	15
1276312	29	16	9	11	15	19
4440255	22	20	16	12	21	13
3243897	28	18	14	9	21	10
2033841	32	19	12	14	20	20
519123	21	13	14	10	17	12
1994791_1	13	14	13	10	17	10
1994791_2	13	14	13	10	17	10
2080779	24	21	10	9	23	15
1986609	33	14	9	9	22	12
3501250_1	29	18	17	12	20	22
3501250_2	29	18	17	12	20	22
6548192	24	20	15	12	12	14
2487896	27	20	13	13	18	18
2721112	27	16	10	14	13	18
5997876	28	14	15	11	19	20
3967655	20	16	14	11	16	15
788047	26	14	11	12	18	18
80922	27	13	18	14	15	15
5908420	20	18	11	9	12	16
4787520	27	21	10	9	14	17
2731099	32	11	17	11	14	18
2420139_1	24	10	17	14	19	23
2420139_2	24	10	17	14	19	23
1963022	23	21	12	11	13	16
668317	16	14	16	14	19	10
3166184	25	18	9	9	22	14
5369593	22	10	19	10	15	17
5883051	22	12	10	12	15	18
1000192	14	12	14	9	18	11
2559009_1	27	14	16	14	23	18
2559009_2	27	14	16	14	23	18
4254411	22	12	14	12	25	15
254225	28	15	11	10	14	20
490265	22	9	13	14	15	14
5118054	29	12	14	9	25	15
1183196_1	27	9	14	13	20	16
1183196_2	27	9	14	13	20	16
5263413	35	20	10	10	13	22
2059754	28	9	13	10	15	18
3542426	31	16	15	9	26	11
3232121	25	16	15	11	19	22
2811119	13	17	11	9	23	11
3586381	35	15	14	10	18	20
1055905	21	15	13	12	25	19
2643577	21	13	16	10	12	11
376231	23	14	12	12	17	20
1133999	35	17	16	11	17	22
5381098	24	13	12	9	16	17
4967854	31	13	14	9	21	14
5175521	22	14	12	9	12	9
1307769	24	16	13	11	18	17
6197987	31	22	12	9	15	20
1067745	19	17	15	9	21	14
2033203	22	13	10	9	13	22
5492818	34	13	15	9	15	20
1519869	24	15	15	11	14	12
3676269	28	11	10	12	23	14
3520307	31	17	13	10	16	19
1281451	16	19	18	10	22	18
3513747	29	16	9	10	18	19
6135697	29	13	17	10	17	13
3602389	22	16	11	10	26	19
1408834	23	9	14	10	21	14
1979062	21	21	13	10	21	16
2502793	24	15	17	12	21	12
901174	23	13	13	12	23	10
378731	25	22	11	9	20	12
3494889	22	13	9	12	21	11
5525129	21	22	13	11	15	14
2100632	30	21	12	10	21	10
5932587	17	15	13	9	20	15
4777337	20	22	13	9	15	18
6029911	25	9	12	9	20	22
697658	29	14	16	10	26	16
2486461	30	17	18	9	15	18
4828338	25	13	13	11	14	19
2352279	33	15	9	10	14	17
3499407	23	20	10	10	15	12
35258	23	14	11	10	24	18
1757806	19	16	13	9	17	16
742068	31	15	10	9	16	17
2572005	26	20	11	14	17	21
591355	32	17	16	14	21	19
2874645	28	13	14	11	22	15
3523737	19	14	10	10	18	17
174723	25	16	11	9	15	17
5309040	33	14	12	9	18	17
5085897	16	22	12	11	17	12
3628196	32	18	19	9	18	23
2160285	22	12	14	10	18	9
5169222	33	21	17	10	20	13
6137636	22	19	9	13	25	11
1871522_1	28	14	14	14	13	19
1871522_2	28	14	14	14	13	19
4002186	28	11	15	11	23	21
1799607	23	12	10	14	22	14
2559243	28	20	13	9	19	18
6332335	33	11	9	11	23	16
2047996	18	12	14	10	15	15
6610753	21	20	14	9	15	16
1460454	18	18	10	12	24	20
2509217	19	17	11	9	20	18
3981926	15	16	9	9	16	17
5389103_1	34	11	18	10	25	18
5389103_2	34	11	18	10	25	18
2744143	18	20	12	9	20	19
2331063	24	21	11	14	25	10
1689778	22	17	12	9	16	15
5713486	19	19	11	12	27	9
3329731	24	20	12	9	11	19
4336546	32	19	15	13	24	16
6062874	19	14	16	12	23	23
4233187	20	11	12	12	11	14
5197510_1	25	12	14	10	15	10
5197510_2	25	12	14	10	15	10
3849185	16	18	9	9	11	10
2541171	25	19	17	14	19	16
3537850	31	17	10	9	21	16
6055019	25	15	11	9	12	9
189205	25	12	10	11	13	18
4449410	24	15	10	12	21	13
1551768	18	13	9	10	26	20
2185404	28	11	12	9	11	16
3992481	29	19	14	10	17	16
4464986	31	12	11	10	14	11
5044342_1	16	19	9	11	27	13
5044342_2	16	19	9	11	27	13
5404161	35	17	19	10	23	16
136011	23	13	15	12	22	10
1565939	35	19	9	11	17	15
6245842	27	17	9	10	22	23
1228201	20	19	15	10	17	20
4244062	32	20	11	12	21	11
1800759	24	20	14	13	14	15
871349	31	15	17	12	21	11
1336131	24	18	12	11	26	19
2789389	26	18	11	13	18	19
1239178_1	21	14	10	11	25	20
1239178_2	21	14	10	11	25	20
2646045	21	14	9	11	23	12
5990900	24	17	15	10	17	14
5736752	18	14	15	14	24	11
3455910_1	35	22	17	9	21	17
3455910_2	35	22	17	9	21	17
2559106	27	14	17	11	19	10
5030352	19	18	16	9	17	10
355387	30	19	14	10	11	19
5468768	35	11	14	9	21	13
3827321	21	12	15	9	22	12
5523296	32	20	11	9	21	19
2688320	19	14	11	13	12	12
6060029	35	17	15	11	18	16
5754979	23	15	14	10	16	13
929172	25	17	19	9	21	16
3937416_1	25	18	12	12	12	9
3937416_2	25	18	12	12	12	9
3003987	25	13	16	12	24	14
5664800	34	13	9	13	16	17
3563557_1	20	20	10	9	24	16
3563557_2	20	20	10	9	24	16
2747583	21	15	12	10	24	13
3271092	26	13	17	10	22	19
6054121	22	16	14	11	15	12
1058637	35	21	12	10	24	12
6087144	17	20	12	11	16	12
2038776	33	12	9	11	20	13
2419883	31	17	14	14	10	17
2988990	35	21	12	12	14	14
6238417	28	16	17	10	19	19
3502624	26	22	12	11	22	10
315115	31	18	15	11	9	20
3479189_1	23	12	11	12	27	18
3479189_2	23	12	11	12	27	18
443909	23	18	9	11	10	17
4801539	25	14	18	9	24	22
6597974	30	17	12	10	14	23
1195957	33	19	18	10	19	13
4933127	20	9	17	13	22	9
5340098	25	15	13	9	23	20
4361040	25	9	11	13	27	20
6563971	26	18	14	10	15	17
5704065	33	16	18	14	19	15
5745180	28	18	15	13	15	19
2716590	18	12	16	12	11	14
2161101	19	15	10	13	11	14
6007494	18	16	16	10	17	22
6057908	26	17	11	10	21	17
2787851	23	17	12	10	26	18
4900911	27	18	15	9	27	17
5296216	28	15	9	12	10	19
