TARA_150	TARA_18	TARA_22	TARA_25	TARA_70	TARA_76
610541_2	59	11	22	16	32	11
153826	53	14	46	19	44	17
2653255	46	13	40	25	19	9
2671061	52	14	40	20	22	13
559578	40	10	27	17	33	13
1663327	41	15	41	24	36	11
22754	48	12	38	27	41	13
2693447	57	13	39	11	33	11
356493	49	12	30	25	27	13
2759680_1	51	10	25	23	42	12
2759680_2	51	10	25	23	42	12
381211	35	12	32	13	28	9
255744	37	14	28	26	40	14
1184347	42	11	34	23	24	9
2696184	40	9	41	20	27	10
159413	39	10	31	27	28	9
2567194	64	11	29	17	39	10
1372035	55	11	34	28	40	14
1945207_1	64	11	38	21	40	16
1945207_2	64	11	38	21	40	16
1055105	39	15	23	17	39	16
1968244	47	15	30	13	21	10
1155433	36	9	17	16	33	11
779125	59	9	28	21	27	12
478350	37	10	46	21	37	10
1241496	43	11	36	22	43	10
1697427	51	11	37	14	43	16
1005289	51	9	31	12	23	11
1057243	65	9	42	18	32	11
2425307	57	12	32	21	47	15
2418570	39	12	34	13	31	12
1195007	57	15	37	21	33	12
198831	47	9	30	16	29	14
1013275	45	11	24	19	40	12
1618896	48	13	38	18	35	14
2326277	48	13	30	16	43	10
2688126	50	15	29	21	18	9
640601	54	13	39	21	30	9
2123161	56	15	34	13	49	13
1913021	57	14	32	22	29	12
1709714	41	9	25	15	46	15
