TARA_145	TARA_152	TARA_66
2199301	25	26	15
2180279	20	17	13
2179024	18	17	17
2175123	24	30	13
2146121	15	22	17
2139	14	23	12
2102488	23	23	13
2098766	15	18	14
2090879	19	21	14
2086510	19	29	18
207620	20	28	15
2045222	14	24	13
2044926	19	26	19
2039751	21	21	13
2035885_1	24	27	13
2035885_2	24	27	13
2022211	25	16	14
2019741	28	18	9
2016119	20	23	15
200246	23	15	9
1987797	18	22	12
1961684	17	16	12
1876936	23	23	19
1843873	22	23	11
1840326	25	23	12
1840203_1	25	23	20
1840203_2	25	23	20
1838720	17	17	16
1831500	16	15	19
1802884	18	20	16
1797128	20	27	16
1793964	24	18	11
1783424	17	15	15
1752276	22	23	11
1745435	28	24	12
1739332	18	19	9
1706347	17	19	15
170491	18	20	9
1691898	15	23	12
1675695	23	23	14
1670331_1	27	23	16
1670331_2	27	23	16
1664012	21	23	13
1648086	21	19	14
1646860	19	27	14
1610773	22	17	10
160200	24	20	12
1585039	26	21	19
1582793	22	21	16
1558700	18	19	16
1545322	16	21	14
1536077	26	20	15
1533270	23	24	12
150784	17	23	11
1486323	20	23	13
1464_1	16	22	15
1464_2	16	22	15
1443342	23	16	14
1440590	20	28	12
1436047	22	16	18
1432573	15	21	17
142205	24	20	14
1419537	27	26	11
1392213	19	29	15
1391277	23	27	17
1365439	27	20	14
1362829	26	27	11
1358093	26	26	13
1350073	21	26	14
1321175_1	16	25	18
1321175_2	16	25	18
129155	21	23	13
1284313	20	21	11
1278973	16	31	17
1272371	26	27	13
1254120	21	22	17
1251256	21	23	10
12499	26	26	11
1240843	23	31	17
1238686	20	24	16
1237833	19	24	18
1224287_1	19	15	16
1224287_2	19	15	16
1223170	23	15	17
1215128	20	20	18
1214851	21	22	14
1213211	24	21	14
1211484	19	21	14
120763	22	24	18
1204110	27	23	15
1194270	21	24	16
119379	21	20	13
1184321	19	22	16
1173114	18	15	13
1161096_1	21	18	16
1161096_2	21	18	16
1160629	23	22	9
1150388	22	20	13
1147981_1	24	25	17
1147981_2	24	25	17
1129795_1	21	27	13
1129795_2	21	27	13
1105428	20	25	13
1101851	15	18	13
1080147	15	23	15
1079696_1	23	24	16
1079696_2	23	24	16
1079043	21	17	9
1057822	14	26	15
1031362	17	27	18
1010675	20	24	13
909144	22	29	18
1562994	21	21	18
768696_1	19	20	17
768696_2	19	20	17
3669787	18	20	10
2992903	19	16	14
4861800	14	23	13
2418126_1	16	23	15
2418126_2	16	23	15
4793928	21	25	20
5794052	22	30	12
2506421	26	24	18
2156947	24	22	18
1534296	19	16	14
5968065	15	25	14
3202955	25	25	16
1218812	18	26	21
1682409	28	27	20
3746598	21	19	16
1881250	20	29	12
1373826	16	16	17
4537689	15	18	16
1610758	17	23	12
1233633	22	25	15
564234	28	22	20
2082596	21	25	18
6537756_1	24	24	16
6537756_2	24	24	16
2262110	25	25	20
3971570	24	30	19
5581984	19	23	17
6144962	27	22	15
3711679	24	26	15
2174590	19	21	13
2740552	21	20	11
4401709	18	29	21
3132660	18	21	18
8669	25	29	17
5679956	20	27	20
4145602	21	17	13
1836136	18	27	16
527632	18	22	15
1433000	20	24	16
5398272	18	22	13
2147885	20	27	15
5706802	23	24	11
6550326	22	22	16
5302215	22	26	18
6273064	17	24	20
2329718_1	19	25	16
2329718_2	19	25	16
476663	15	21	15
2814556	15	21	17
1582424_1	22	28	15
1582424_2	22	28	15
5306462	16	18	18
5906980	24	18	17
5584939	21	24	15
5715829	18	22	19
2811933	20	17	17
4745365	23	28	15
5739458	16	19	16
5872829	23	21	15
4824668	16	17	12
4363675	19	25	13
1003850	19	27	16
1141181	17	26	20
2554381	25	20	13
274622	14	25	15
2394299	20	24	14
3071744	21	25	9
220722	21	24	11
3056393	15	25	13
6130986	14	25	14
4339500	22	18	14
1971059	18	18	14
5440103	25	16	13
1579033	23	21	12
2728298	24	20	11
6632872	24	21	12
765639	18	15	19
1230012	20	19	9
5331171	18	29	15
5320134	24	19	10
290582	17	26	16
5353113	18	18	12
1246069	19	20	11
2953140	17	21	18
1468262	20	19	17
3149089	23	27	20
34899	18	29	20
5984119	24	15	11
4289625	28	18	16
152263	21	22	12
2675056	22	17	14
667123	21	25	14
332597	20	26	17
1652336	23	24	15
277629	21	27	19
2489456	15	21	10
3244534_1	25	28	16
3244534_2	25	28	16
153421	17	26	14
228873	24	23	16
1149142	15	22	19
4602377	22	25	14
5515298	25	19	20
561488	19	20	21
5473687_1	19	23	13
5473687_2	19	23	13
5119717	20	24	15
858429_1	16	28	17
858429_2	16	28	17
2204295	23	18	18
6029019	19	29	18
5549572	19	29	15
368364	21	20	20
5213018	24	24	15
6613769	17	18	14
150500	16	30	15
5317619	24	16	15
6289711	16	21	20
6486385	20	28	17
4851185	25	27	11
84584	25	20	13
176401	16	17	15
1752532	19	26	17
5518827	16	15	19
3952867	26	24	15
935619	17	19	15
1710587	18	19	14
1210071	21	24	12
3962759_1	18	21	17
3962759_2	18	21	17
24193	23	24	18
2250879	23	21	16
322572	20	16	13
3253657	14	24	17
940006	26	27	16
5870120	22	26	18
6132074_1	18	17	11
6132074_2	18	17	11
3872981	21	22	17
3998869	21	21	14
4400851	18	18	12
394038	16	20	11
5947474	18	26	12
284872	21	25	17
6322247	16	22	16
921139	17	18	13
5180393	28	17	9
2363013	21	23	21
2656150	26	21	15
400683	21	18	10
1753517	24	22	9
1773200	23	17	9
1518614	18	20	12
348660	18	19	15
734627	17	22	18
1745709	20	24	13
46913	21	21	9
89248	17	25	15
3132224	23	17	18
53451	19	28	19
2339447	23	15	16
895831	19	15	14
587672	17	22	13
1651168_1	22	23	15
1651168_2	22	23	15
1447070	25	24	15
1783729_1	24	23	15
1783729_2	24	23	15
1256301	23	24	18
1381296_1	22	28	15
1381296_2	22	28	15
1840572	15	26	17
2772289	24	27	13
3704345	15	17	16
1760423	23	22	18
631649	20	17	13
5084895	23	18	19
138086	16	17	14
5848445	23	17	13
4744192	20	21	15
1759281	22	21	17
1493908	24	27	16
6125434	22	23	13
4016394	19	20	13
2527027	24	16	13
5983827	19	15	16
1313377	27	23	15
589423_1	16	22	14
589423_2	16	22	14
1185940	18	17	11
4317155	23	23	17
247264	24	25	11
5050802	24	16	10
2346885	19	25	15
328674	26	20	12
1162152	17	21	11
5676502	18	31	19
6249737	20	25	20
5578942	20	25	13
6309721	20	25	20
150339	26	24	13
2748099	23	22	14
5845296	23	25	15
5591971	14	26	14
392813	14	26	14
31579	23	25	14
3444060	21	22	17
4750380	17	19	14
5021943	22	17	10
312395	26	27	18
1751223	18	24	16
77735	21	23	11
2712288	21	21	20
1121811	21	23	12
3408442	25	27	15
1352078	19	20	12
3356871	24	22	12
4880324	18	23	11
407645	18	23	13
2994434	26	24	17
116177	21	23	16
6567590	20	21	12
767658	17	21	20
1382154	18	31	17
6109807	17	23	20
5256741	19	18	9
5545650	15	22	14
3304547	21	27	16
3408552	19	26	17
5189214	20	22	12
5982	20	17	16
1997365	16	18	12
173190	26	20	17
1477697_1	20	21	17
1477697_2	20	21	17
1487332	14	23	12
3494228	25	16	13
4454992	20	23	10
670787	15	23	20
2979600	22	24	14
4989797	19	28	14
1823252	26	25	19
1330831	25	25	17
1073201_1	18	17	17
1073201_2	18	17	17
390484	15	24	21
482647	23	18	15
790587	17	17	12
372874	16	15	16
5531392_1	24	18	13
5531392_2	24	18	13
3888091	22	20	17
2605784	21	16	12
1779339	16	26	18
358577	21	20	14
4641561	16	23	11
4947502	23	18	11
2345898	26	25	10
1683579	18	26	14
6619858	27	22	10
1687391	26	23	19
2905028	17	19	16
690962	22	18	17
2388643	16	27	16
1232679	17	22	19
3006187	22	29	15
1665126	17	24	18
202696	22	23	14
889701	22	25	13
360421	17	18	10
6292292	23	19	15
2471738	17	24	18
5554398	19	18	17
5187906	24	25	20
3120975	19	22	17
5199649	16	20	15
6027387	25	21	15
5307662	25	17	12
920643_1	18	21	19
920643_2	18	21	19
920643_3	18	21	19
1499531	21	26	18
2087035	19	24	19
5759471_1	19	22	20
5759471_2	19	22	20
65681	27	22	13
2483451	24	25	10
5639532	17	24	16
1227828	20	27	12
5198632	18	24	17
4222214	24	17	14
869398	22	29	20
5172089	24	23	14
307706	23	26	18
5554998	20	22	9
3998947	26	15	15
1298020	22	31	13
657	21	21	9
5102487	25	29	14
2776530	22	28	21
5308794	18	24	15
5310140	18	23	10
823735	16	19	13
5141255	20	26	9
1653112	17	19	14
2025385	22	17	17
477906	22	16	18
6103187	15	22	15
3406511	17	25	15
485614_1	25	28	19
485614_2	25	28	19
5956364	23	21	16
1487623	22	19	14
5880062	22	20	16
3377722	25	26	15
973353	20	24	16
2804793	16	21	11
1411362	19	21	18
290316	23	21	13
1251484_1	18	16	9
1251484_2	18	16	9
2362303	23	21	12
5947403	22	22	18
200902_1	23	26	17
200902_2	23	26	17
112119	17	24	13
2310945	27	28	18
1776115	25	17	13
3752325	15	16	16
116529_1	17	25	17
116529_2	17	25	17
1816594	16	15	17
2543016	24	25	15
6088975_1	22	31	17
6088975_2	22	31	17
6088975_3	22	31	17
3864945	27	26	14
6293779	26	25	12
3769563	20	24	15
2809705	21	23	16
2632896	22	30	17
6990	19	24	15
5122673	24	21	20
402652	23	21	17
295459	18	20	12
4143827	20	26	15
2551587	19	15	11
5896095	17	26	16
1034050	22	23	18
460869	23	31	12
6198694	21	25	15
259785	27	18	12
1218677	25	17	17
3211758	23	25	20
4449003	18	26	19
86847	16	15	14
169562	24	21	16
936748	19	23	10
220284	16	18	15
1010792_1	25	21	21
1010792_2	25	21	21
1010792_3	25	21	21
2798215	21	23	19
1435446	24	27	13
668509	15	27	19
1148547	18	22	12
2912268	24	24	13
3376797	16	19	16
2856808_1	14	20	12
2856808_2	14	20	12
5178110	19	24	10
786423	21	21	13
4047776	17	23	10
2325206	19	23	17
2648724	16	20	13
2606389	22	26	17
1081569	18	26	19
705801	15	22	15
2347726	23	30	12
5048789	18	26	16
1323101_1	24	27	20
1323101_2	24	27	20
5866397	20	16	12
5952088	25	27	15
2846711	18	25	20
2854080	22	25	18
6346641	27	18	13
2020051	26	26	18
2354396	19	20	17
71586	21	26	19
338976	24	25	13
3441099	20	20	14
1041638	20	26	17
1356282	20	22	15
1694783	23	28	17
5266705	14	22	13
3644043	16	20	15
526868	26	21	18
5830579	24	17	19
4150689	18	20	15
4436236	20	23	16
1367869	23	18	14
333292	23	21	15
19929	16	27	20
2775239	19	21	11
727952	26	27	13
2725678	25	26	13
1579358	23	28	16
1042550	23	20	14
507450	15	18	13
215735	25	23	11
1419133_1	23	20	13
1419133_2	23	20	13
6272745	16	17	15
5915672	15	19	14
684711	21	30	16
5066559	27	27	18
5284733	21	24	16
5292076	18	18	12
646299	23	16	17
291928	17	21	16
6508297	19	28	18
5246898	17	17	9
3655638	18	22	16
1059297	27	27	13
5358480	21	26	15
3526054	24	18	12
1857617	23	26	21
3598309	14	21	14
1045884	21	28	17
1935726	18	16	13
5561929	20	24	15
3655765	19	22	16
3781154	20	19	15
134332	15	18	14
2641511	18	26	19
1262441	18	22	12
3366113	21	30	19
3401995	17	25	18
4762439	18	25	17
71655	23	19	10
2607942	22	27	15
1181537	19	18	13
2531157	26	23	18
5808384	21	17	15
6452652	16	16	11
444102	20	24	14
4320365	23	22	15
2201659	27	29	18
1531501	24	23	18
5666869	28	22	17
3846300	23	24	13
4136111	24	25	17
476564	14	26	17
5950010	19	31	18
5060040	17	23	13
1468317	14	19	15
1985071	17	22	11
4768538	24	21	12
1899905	19	19	16
4652942	18	30	12
2455088	23	20	16
2160873	25	19	14
1714860	20	20	18
249286	18	16	15
4556359	17	22	16
5424581	26	27	10
1506	24	31	16
5754825	24	19	13
1404896	22	30	17
1825430	23	29	16
3979642	27	27	12
4385809	14	22	12
2287679	26	28	17
4461046	23	18	13
106005	27	20	12
2402012	23	20	16
5068937	15	23	14
5400539	23	31	15
2717899	19	19	21
4407730	23	18	17
1107121	23	19	17
4575552	25	21	17
3443959	23	21	11
4630354	20	26	15
1593573	15	18	16
3439477	20	26	15
3616572	23	27	17
4801596	17	21	11
5173018	20	23	12
2751638	19	30	21
526495_1	26	26	15
526495_2	26	26	15
2933206	25	17	10
4984960	21	23	21
3429189	22	24	20
2526512	15	23	16
1320577	16	22	13
977931	14	24	14
1945415	22	22	16
2507384	25	26	19
1421096	24	22	15
5224538	23	23	15
42409_1	18	28	17
42409_2	18	28	17
2163224	19	23	12
4019333	20	20	17
1001315	22	25	12
399758	25	26	10
658644	20	21	11
3364111	27	18	15
2515979	23	26	14
555554	17	25	16
4735221_1	22	19	13
4735221_2	22	19	13
977785	17	23	12
5427525	19	17	13
6021728	19	19	16
395871	20	24	11
4807877	22	25	20
6262692	19	30	16
2577828	18	18	12
4727564	24	26	14
4585803	26	19	17
5954100	21	26	15
3481973	23	23	14
5073688	17	18	14
1822421	26	24	18
22199	18	30	16
795203	22	25	18
116974	20	26	15
6489147	21	26	18
2145498_1	19	22	11
2145498_2	19	22	11
5540249	20	23	11
2110746	25	28	19
4729193	19	24	17
803560	20	22	12
2393432	23	23	14
2539876	17	16	17
3177999	14	28	18
706342_1	22	17	19
706342_2	22	17	19
2108047	28	26	13
225470	16	28	15
1695299	25	28	15
1575478	20	26	17
3679568	21	23	17
5831392	23	19	16
1367183	23	26	15
3100358	15	20	13
2415890	23	24	9
1689173	19	24	15
1487488	22	18	14
2931336	23	16	19
84437_1	21	24	16
84437_2	21	24	16
2860390	22	24	17
3864376	22	22	10
538299	20	24	12
5515012	26	31	11
892179	26	26	17
5303777	26	22	19
2412483_1	20	21	13
2412483_2	20	21	13
5327949	24	19	13
1670616	21	26	17
2865494_1	21	23	13
2865494_2	21	23	13
246321	19	23	15
1348053	19	23	14
234770	21	24	10
691571	22	21	14
4188656	22	24	19
2081038	18	17	17
1544262	20	23	18
1047911	28	25	13
4756717	28	23	18
3115636	26	30	16
1450528	21	20	12
3061173	23	30	13
5589679	17	16	15
4023572	22	25	13
110705	25	24	13
4270520	21	23	21
4527546	24	27	12
1212752	27	26	17
2449888	21	22	14
3539572	22	29	18
5925514	15	18	17
5212215	16	27	17
1246560	25	25	14
1367644	23	30	12
3677638	16	26	12
5151637	18	25	15
4324678	26	29	17
4384667	20	24	16
552202	26	31	14
3944371	20	21	13
477968	25	30	12
313036	23	23	10
2841787	19	24	16
1679582	26	20	13
3838745	24	24	20
677588	28	28	10
2680535	24	30	13
1365826	22	25	16
5268325	26	21	17
5989551	27	25	17
4407383	20	27	17
1253234	23	23	14
5304432	26	25	17
4782496	24	31	19
5052769	21	29	18
2516364	17	28	20
924497	20	26	17
3699682	26	21	17
4991724	25	28	16
4539564	20	19	15
5207890	25	18	12
4655517	22	30	16
1616245	20	18	21
5138184	24	26	17
1935135	17	17	14
5833391	19	30	13
1231280	28	25	11
1694630	20	25	17
6458308	19	26	18
4992631	24	31	20
2746751	26	22	12
2651105_1	17	23	18
2651105_2	17	23	18
1506042	18	23	21
4126717	23	31	16
947165	26	25	16
3608053	25	24	11
2255394	20	25	10
6139230	14	19	18
51398	22	28	18
3935940	28	21	9
5037348	17	24	17
4749545	28	23	15
1265929	22	25	18
404814	18	16	14
3317690	23	28	15
3518474	19	22	10
1608761	20	24	19
3831325	23	21	17
5519370	17	24	11
1323160	22	19	14
4802922_1	20	18	15
4802922_2	20	18	15
2376503	15	22	19
358327	22	29	9
2586232	26	17	12
3375058	21	30	16
1975340	17	24	17
4481275	21	22	10
1784163	26	20	10
6199860	23	22	17
4731723_1	25	29	17
4731723_2	25	29	17
527725	22	30	14
1855751	28	27	11
5377831	18	18	12
5925115	25	25	12
472592	24	27	18
3855532	25	25	20
3016999	23	23	18
6238433	26	19	16
2070916	16	19	14
1165634	27	30	18
4320281	21	28	15
442754	27	29	16
5705042	23	24	11
5244536	27	22	16
5845759	22	29	18
4403361_1	26	18	12
4403361_2	26	18	12
543125	17	17	12
4818876	26	25	17
4374312	21	26	13
479193	28	28	17
3087731	26	23	13
3135298	27	27	18
1347525	23	26	14
3044355	24	30	10
2538728	19	26	16
5710701	18	27	16
1219861	26	17	19
2866294	23	30	21
1277893	17	25	17
585542	23	28	17
1999850	24	26	17
6272662	24	27	10
2692791	22	18	17
5052451	17	22	18
3769921	15	24	13
640664	21	26	16
4943995	24	26	10
5338310	25	27	19
2321808_1	23	21	21
2321808_2	23	21	21
6538078	26	25	16
3624458_1	25	23	17
3624458_2	25	23	17
4992586	25	21	21
4694246	18	22	13
1100219_1	28	29	14
1100219_2	28	29	14
1738607	25	26	21
96941	18	25	16
3934207	19	20	15
5117626	16	24	18
3436535	26	23	13
6273612	23	28	14
2869205	22	30	16
446707	24	31	20
4840344	23	30	10
1351039	26	22	18
1933888	17	19	15
