TARA_146	TARA_147	TARA_148
180900_1	0.0606060606060606	0.0714285714285714	0.393939393939394
180900_2	0.0606060606060606	0.0714285714285714	0.393939393939394
3193219	0.0816326530612245	0.0384615384615385	0.0535714285714286
5334325	0.0307692307692308	0	0
5750033	1	1	0.8125
2054507_1	0.0169491525423729	0.0416666666666667	0
2054507_2	0.0169491525423729	0.0416666666666667	0
7114058	0.0588235294117647	0.0666666666666667	0.0263157894736842
4228447	0	0	0.032258064516129
5737551	0.0153846153846154	0	0
4176574	0.982142857142857	0.888888888888889	1
4988961	0	0	0.0454545454545455
6528485	0.950819672131147	0.875	0.85
2877554	0.0833333333333333	0.12	0.196428571428571
3252238	0.02	0	0
2146684	0.145161290322581	0.125	0.0185185185185185
1390836	0.985915492957746	1	0.931818181818182
5563763_1	0	0	0
5563763_2	0	0	0
3774865	0.974358974358974	0.966666666666667	0.890243902439024
1708705	0.0545454545454545	0	0.0638297872340425
2883740_1	0.869565217391304	1	0.816326530612245
2883740_2	0.869565217391304	1	0.816326530612245
2904459	0.15	0	0.108108108108108
646460	1	1	1
3347205_1	1	1	0.964285714285714
3347205_2	1	1	0.964285714285714
6945467	1	1	1
5811122	1	1	0.933333333333333
5793214	0.227272727272727	0.0555555555555556	0.206896551724138
321917	0.9	1	1
6230662	0.955555555555556	0.882352941176471	0.702702702702703
2594103_1	0.866666666666667	0.925925925925926	0.862745098039216
2594103_2	0.866666666666667	0.925925925925926	0.862745098039216
2594103_3	0.866666666666667	0.925925925925926	0.862745098039216
1036280	1	0.851851851851852	0.808823529411765
2919949_1	0.957446808510638	0.75	0.844444444444444
2919949_2	0.957446808510638	0.75	0.844444444444444
6188719	0.833333333333333	0.842105263157895	0.86046511627907
1375224	0.952380952380952	1	0.80952380952381
954020	0.717391304347826	1	0.821428571428571
6331562	0.857142857142857	0.636363636363636	0.653846153846154
3161383	0.456521739130435	0.0769230769230769	0.166666666666667
6298834_1	0.836363636363636	0.8125	0.863636363636364
6298834_2	0.836363636363636	0.8125	0.863636363636364
4195831	1	0.916666666666667	0.961538461538462
4902890	0.166666666666667	0.117647058823529	0.0217391304347826
5705980	0.793103448275862	1	1
6972076	0.902777777777778	1	0.901639344262295
143781	0	0	0
660861	0.170212765957447	0	0.222222222222222
5438347	0.983333333333333	0.80952380952381	0.645161290322581
3292202	0	0	0
1086483_1	0.132075471698113	0.413793103448276	0.195652173913043
1086483_2	0.132075471698113	0.413793103448276	0.195652173913043
3714588_1	0.217391304347826	0.461538461538462	0.269230769230769
3714588_2	0.217391304347826	0.461538461538462	0.269230769230769
5389151	1	1	1
5178822	0.0895522388059701	0.148148148148148	0.111111111111111
5036678	0.2	0.153846153846154	0.289473684210526
7006657	0	0	0
1300036	0.810344827586207	1	0.857142857142857
3563684	0.191176470588235	0.125	0.09375
1688505	0.233333333333333	0.0833333333333333	0.16
6689884	0.115384615384615	0.333333333333333	0.16
1294569	0.8	0.8	0.725490196078431
3835833_1	1	0.958333333333333	0.953125
3835833_2	1	0.958333333333333	0.953125
1564583	0.0810810810810811	0.2	0.0882352941176471
6795634_1	0.719298245614035	0.941176470588235	0.851851851851852
6795634_2	0.719298245614035	0.941176470588235	0.851851851851852
2708451	1	1	1
6490251_1	0	0	0.0571428571428571
6490251_2	0	0	0.0571428571428571
6490251_3	0	0	0.0571428571428571
5570655	0.96551724137931	1	0.875
310245_1	0.105263157894737	0.28	0.210526315789474
310245_2	0.105263157894737	0.28	0.210526315789474
1060067	0.606060606060606	0.538461538461538	0.666666666666667
337720	0.0925925925925926	0.428571428571429	0.0188679245283019
2341409	0.586206896551724	0.888888888888889	0.3
6337689	1	1	1
6882310	0	0	0.0434782608695652
3282721	0.0978260869565217	0.0714285714285714	0.1
6059309	0.241935483870968	0.333333333333333	0.333333333333333
1043321_1	0.82258064516129	0.956521739130435	0.837209302325581
1043321_2	0.82258064516129	0.956521739130435	0.837209302325581
1043321_3	0.82258064516129	0.956521739130435	0.837209302325581
5393582	0.0144927536231884	0.130434782608696	0.0517241379310345
5426484	0.636363636363636	0.727272727272727	0.529411764705882
6620057	0.80327868852459	0.52	0.735849056603774
2567314	0.851063829787234	0.933333333333333	0.82051282051282
5534278	0.5	0.916666666666667	0.702702702702703
2991097	0.0540540540540541	0	0.0975609756097561
1367527	0.780821917808219	1	0.85
1601384_1	0.970588235294118	1	0.678571428571429
1601384_2	0.970588235294118	1	0.678571428571429
374421	0.770833333333333	0.642857142857143	0.710526315789474
6042257_1	0.944444444444444	1	0.886792452830189
6042257_2	0.944444444444444	1	0.886792452830189
6042257_3	0.944444444444444	1	0.886792452830189
5128092	0	0	0.0666666666666667
2620934	0.835820895522388	1	0.940298507462687
901746	0.913793103448276	0.8125	0.888888888888889
1154291_1	0.46875	0.214285714285714	0.777777777777778
1154291_2	0.46875	0.214285714285714	0.777777777777778
3389223	0.673913043478261	0.214285714285714	0.260869565217391
1323643	0.296296296296296	0.117647058823529	0.230769230769231
752395	0.0857142857142857	0.0666666666666667	0.04
793295	0.0491803278688525	0.0666666666666667	0.164179104477612
5882990	0.583333333333333	0.7	0.217391304347826
5757708_1	0.125	0.2	0.176470588235294
5757708_2	0.125	0.2	0.176470588235294
6856469	1	1	1
443524	0.255813953488372	0.181818181818182	0.268292682926829
5844479_1	0.972972972972973	1	1
5844479_2	0.972972972972973	1	1
4230316	0.568181818181818	0.333333333333333	0.675675675675676
184063_1	0.365079365079365	0.208333333333333	0.344262295081967
184063_2	0.365079365079365	0.208333333333333	0.344262295081967
3499169	0.272727272727273	0.444444444444444	0.275862068965517
3329288	0.39622641509434	0.260869565217391	0.275862068965517
942935	0.618181818181818	0.733333333333333	0.758620689655172
4415023	0.411764705882353	0.272727272727273	0.260869565217391
1151210	0.898876404494382	0.837837837837838	0.828125
4745811	0.21875	0.411764705882353	0.222222222222222
912486	1	1	0.975
6250955	0.032258064516129	0.0666666666666667	0
1225082_1	1	1	1
1225082_2	1	1	1
913128	0.666666666666667	0.2	0.538461538461538
216474	0.36	0.6875	0.741935483870968
6898029	0.659574468085106	0.588235294117647	0.606060606060606
6513779_1	0.193548387096774	0.1875	0.25
6513779_2	0.193548387096774	0.1875	0.25
6513779_3	0.193548387096774	0.1875	0.25
2405895	0.340425531914894	0.4	0.386363636363636
9415	0.96875	0.823529411764706	0.975609756097561
2756441_1	0.807692307692308	0.6875	0.733333333333333
2756441_2	0.807692307692308	0.6875	0.733333333333333
5021798_1	0.833333333333333	0.828571428571429	0.841463414634146
5021798_2	0.833333333333333	0.828571428571429	0.841463414634146
3039121	0.879120879120879	0.851851851851852	0.850574712643678
6025593	0.987179487179487	1	0.95
238121	0.168421052631579	0.219512195121951	0.293333333333333
3592658	0.176470588235294	0.7	0.130434782608696
705591	0.283018867924528	0.692307692307692	0.558139534883721
6167011	0.418604651162791	0.285714285714286	0.63265306122449
160005	0.851851851851852	0.466666666666667	0.678571428571429
4172999	0.964285714285714	0.9	0.92
2762308	0.394736842105263	0.1	0.65
6379393_1	0.0652173913043478	0	0.0816326530612245
6379393_2	0.0652173913043478	0	0.0816326530612245
6379393_3	0.0652173913043478	0	0.0816326530612245
308176	0.48	0.227272727272727	0.5625
2766742	1	1	1
3425502	0.642857142857143	0.75	0.433333333333333
2541744	0	0	0
1389992	0.753086419753086	0.875	0.854545454545454
5037479	0.186813186813187	0.310344827586207	0.272727272727273
355402_1	0.946808510638298	0.857142857142857	0.897435897435897
355402_2	0.946808510638298	0.857142857142857	0.897435897435897
532571_1	0.235955056179775	0.535714285714286	0.345454545454545
532571_2	0.235955056179775	0.535714285714286	0.345454545454545
1338663	0.134615384615385	0.0714285714285714	0
6578592	0.13953488372093	0	0.0806451612903226
2957039	0.666666666666667	0.6875	0.358974358974359
4084823	0.428571428571429	0.0434782608695652	0.257142857142857
3408672	0.0181818181818182	0	0.0204081632653061
5214856	0.185185185185185	0.117647058823529	0.116666666666667
2188941	0.444444444444444	0.722222222222222	0.611111111111111
2305943	0	0	0.0476190476190476
3213819	0.290909090909091	0.307692307692308	0.426470588235294
879709	0.533333333333333	0.206896551724138	0.5
4876073	0.688311688311688	0.783783783783784	0.523809523809524
1370119_1	0.46969696969697	0.666666666666667	0.474576271186441
1370119_2	0.46969696969697	0.666666666666667	0.474576271186441
6629019	0.195121951219512	0	0.108695652173913
300095_1	0.653846153846154	0.476190476190476	0.59375
300095_2	0.653846153846154	0.476190476190476	0.59375
1792749	0.24390243902439	0.368421052631579	0.382978723404255
1993463	0.333333333333333	0.277777777777778	0.377777777777778
1676484	0.543478260869565	0.652173913043478	0.48
3587746	0.8	0.764705882352941	0.55
3420910	0.555555555555556	0.366666666666667	0.456140350877193
3453775_1	0.8	0.48	0.830188679245283
3453775_2	0.8	0.48	0.830188679245283
6198266	0.422222222222222	0.611111111111111	0.446808510638298
4206853	0.975	1	1
4837610	0.457142857142857	0.277777777777778	0.509433962264151
4153069	0.238805970149254	0.210526315789474	0.224137931034483
4516592	0.654761904761905	0.791666666666667	0.51063829787234
5228675	0.931372549019608	0.891891891891892	0.9125
1696531	0.241379310344828	0.272727272727273	0.372093023255814
761147	0.655737704918033	0.652173913043478	0.55
3622493	0.649122807017544	0.571428571428571	0.5
7108262	0.6	0.833333333333333	0.673913043478261
6516373	0.9	0.866666666666667	0.782608695652174
3799397	0.872340425531915	0.789473684210526	0.942857142857143
2449012	1	1	1
1978833	0.435897435897436	0.272727272727273	0.553846153846154
4352162	0.80952380952381	0.888888888888889	0.6
5733306_1	0.26530612244898	0.0476190476190476	0.111111111111111
5733306_2	0.26530612244898	0.0476190476190476	0.111111111111111
5733306_3	0.26530612244898	0.0476190476190476	0.111111111111111
4078330	0.821428571428571	0.956521739130435	0.948717948717949
2303499_1	0.313725490196078	0.214285714285714	0.529411764705882
2303499_2	0.313725490196078	0.214285714285714	0.529411764705882
3620189	0.636363636363636	0.75	0.555555555555556
1032665	1	1	0.981132075471698
4494304	0.394736842105263	0.368421052631579	0.315789473684211
1967428	0.906976744186046	0.904761904761905	0.975
2867777	1	0.793103448275862	0.986666666666667
1780523	0.383333333333333	0.25	0.241379310344828
6556680	0.769230769230769	1	0.59375
5880064	0.425531914893617	0.304347826086957	0.317460317460317
156332	0.415094339622642	0.5	0.446428571428571
222707	0.0804597701149425	0	0.183098591549296
3102141_1	0.638297872340426	0.789473684210526	0.657894736842105
3102141_2	0.638297872340426	0.789473684210526	0.657894736842105
6092828	0.666666666666667	0.875	0.857142857142857
5782634	0.352941176470588	0.230769230769231	0.186046511627907
4591599	0.808823529411765	0.555555555555556	0.829787234042553
2577380	0.421686746987952	0.205882352941176	0.181818181818182
4303542	0.26027397260274	0	0.0227272727272727
6423856	0.394366197183099	0.538461538461538	0.56140350877193
2552230	0.735294117647059	0.705882352941177	0.674418604651163
6290709	0.326530612244898	0.136363636363636	0.307692307692308
2921448	0.230769230769231	0.181818181818182	0.24
5091847	0.0909090909090909	0.0909090909090909	0.169811320754717
2957504	0.60377358490566	0.444444444444444	0.839285714285714
7114820	0.0508474576271186	0	0.0256410256410256
6897603	0.213333333333333	0.157894736842105	0.226415094339623
1109598	0.161290322580645	0.285714285714286	0.415094339622642
3586749	0.659574468085106	0.818181818181818	0.764705882352941
3033098	0.702127659574468	0.727272727272727	0.753846153846154
4406618	0.553571428571429	0.733333333333333	0.65
3740748	0.149253731343284	0.19047619047619	0.10958904109589
6610641	0.621951219512195	0.541666666666667	0.701492537313433
2016388	0.276923076923077	0.0769230769230769	0.362068965517241
4294128	0.0677966101694915	0	0.112903225806452
6624236_1	0.935483870967742	0.851851851851852	0.932432432432432
6624236_2	0.935483870967742	0.851851851851852	0.932432432432432
5058274	0.247311827956989	0.34375	0.36046511627907
712753	0.363636363636364	0.391304347826087	0.189189189189189
1480035	0.754716981132076	0.933333333333333	0.634146341463415
64726	0.95	1	0.797101449275362
5554450	0.771428571428571	0.833333333333333	0.652173913043478
4823141	0.157142857142857	0.518518518518518	0.154929577464789
4280241	0.222222222222222	0.0526315789473684	0.344827586206897
5387096	0.828571428571429	0.925925925925926	0.958333333333333
4546636	0.2	0	0.0256410256410256
1404736	0.372881355932203	0.0666666666666667	0.169811320754717
2427672	0.120879120879121	0	0.0470588235294118
6924313	0.475609756097561	0.285714285714286	0.625
4638898	0.0823529411764706	0.125	0.128571428571429
1245048	0.202702702702703	0.115384615384615	0.207547169811321
2140510	0.192982456140351	0.333333333333333	0.189189189189189
1216194	0.307692307692308	0.4	0.363636363636364
5431639	0.867469879518072	0.517241379310345	0.8
4500145	0.453488372093023	0.41025641025641	0.397590361445783
3379779	0.571428571428571	0.75	0.533333333333333
1896982	0.8125	0.789473684210526	0.884057971014493
3960203_1	0.17741935483871	0.0714285714285714	0.125
3960203_2	0.17741935483871	0.0714285714285714	0.125
6947620	0.397590361445783	0.25	0.490566037735849
5736270	0.815384615384615	0.681818181818182	0.947368421052632
1454832	0.82089552238806	0.791666666666667	0.803571428571429
72634	0.278481012658228	0.352941176470588	0.157303370786517
1344311	0.133333333333333	0.103448275862069	0.2
4606219	0.857142857142857	0.92	0.945945945945946
2605494	0.815384615384615	0.615384615384615	0.9
6530981	0.767676767676768	0.766666666666667	0.678571428571429
5065612	0.08	0.0434782608695652	0.0754716981132075
4232397	0.232876712328767	0.62962962962963	0.319444444444444
1938163	0.779411764705882	1	0.760869565217391
1294862	0.716216216216216	0.714285714285714	0.627118644067797
3758698	0.674418604651163	0.857142857142857	0.848484848484849
1008372	0.900900900900901	0.885714285714286	0.906666666666667
4216678	0.3	0.5	0.340425531914894
5961999	0.948717948717949	0.735294117647059	0.753623188405797
3138841	0.63855421686747	0.52	0.566666666666667
2259774	0.329896907216495	0.269230769230769	0.362068965517241
1276291	0.2	0.128205128205128	0.314814814814815
208813	0.241379310344828	0.0740740740740741	0.134328358208955
6062276	0.244897959183673	0.125	0.0625
158899	0.783132530120482	0.807692307692308	0.91566265060241
4750500	0.292307692307692	0.631578947368421	0.518518518518518
704466	0.258064516129032	0.05	0.115384615384615
1261599	0.642857142857143	0.666666666666667	0.6
6331924	0.4875	0.305555555555556	0.354838709677419
4794953	1	0.95	0.844827586206897
1607771_1	0.6625	0.517241379310345	0.619047619047619
1607771_2	0.6625	0.517241379310345	0.619047619047619
1607771_3	0.6625	0.517241379310345	0.619047619047619
4129016	0.46551724137931	0.379310344827586	0.571428571428571
760798	0.353658536585366	0.444444444444444	0.384615384615385
2017942	0.25	0.407407407407407	0.36
1232518_1	0.666666666666667	0.766666666666667	0.666666666666667
1232518_2	0.666666666666667	0.766666666666667	0.666666666666667
2533740_1	0.206896551724138	0.366666666666667	0.378048780487805
2533740_2	0.206896551724138	0.366666666666667	0.378048780487805
2533740_3	0.206896551724138	0.366666666666667	0.378048780487805
1279549	0.244444444444444	0.0555555555555556	0.294117647058824
3533703_1	0.741935483870968	0.884615384615385	0.629032258064516
3533703_2	0.741935483870968	0.884615384615385	0.629032258064516
4490086	0.851351351351351	0.678571428571429	0.822222222222222
3974744	0.916666666666667	0.846153846153846	0.782608695652174
5072764	0.341463414634146	0.0731707317073171	0.287671232876712
109069	0.134328358208955	0.0689655172413793	0.333333333333333
2271	0.857142857142857	0.666666666666667	0.591836734693878
1469339	0.372093023255814	0.181818181818182	0.464788732394366
6635234	0.617647058823529	0.428571428571429	0.661290322580645
3785927	0.833333333333333	0.875	0.622222222222222
266981	0.634408602150538	0.484848484848485	0.547169811320755
7091196	0.274509803921569	0.347826086956522	0.372549019607843
2843037	0.705882352941177	0.615384615384615	0.929577464788732
4613576	0.72	0.636363636363636	0.731707317073171
3998311	0.169491525423729	0.36	0.087719298245614
3880288	0.5	0.565217391304348	0.46
1272979	0.948275862068966	0.967741935483871	0.89041095890411
1539458	0.163934426229508	0	0.326086956521739
1155254	0.428571428571429	0.178571428571429	0.296296296296296
3877347	0.125	0.1	0.142857142857143
6147663	0.413333333333333	0.55	0.627450980392157
3053141	0.131313131313131	0.0789473684210526	0.0166666666666667
1693562	0.290322580645161	0.473684210526316	0.421052631578947
951407	0.953125	0.947368421052632	0.860759493670886
564105	0.0135135135135135	0.25	0.121621621621622
5166445_1	0.880952380952381	0.941176470588235	0.75
5166445_2	0.880952380952381	0.941176470588235	0.75
412679	0.268292682926829	0.45	0.307692307692308
2664883	0.416666666666667	0.227272727272727	0.333333333333333
6729458	0.289855072463768	0.15	0.0294117647058824
3415452	0.413793103448276	0.15	0.368421052631579
2891064	0.571428571428571	0.5	0.613636363636364
3740068	0.352941176470588	0.421052631578947	0.447368421052632
1711180	0.323529411764706	0.210526315789474	0.375
6023200	0.15	0.27027027027027	0.0857142857142857
917828	0.584615384615385	0.666666666666667	0.458333333333333
5019739	0.24	0.151515151515152	0.214285714285714
4157127	0.779069767441861	0.794117647058823	0.666666666666667
758004	0.115384615384615	0.0588235294117647	0.27027027027027
2882384	0.82089552238806	0.621621621621622	0.897435897435897
2833935	0.285714285714286	0.357142857142857	0.4
2923702	0.363636363636364	0.333333333333333	0.441860465116279
3587571	0.818181818181818	0.821428571428571	0.826923076923077
3082311	0.709677419354839	0.633333333333333	0.616279069767442
3231954_1	0.3	0.475	0.186666666666667
3231954_2	0.3	0.475	0.186666666666667
4150262	0.805555555555556	0.75	0.777777777777778
1374746	0.784810126582278	0.818181818181818	0.758064516129032
6620005	0.476744186046512	0.517241379310345	0.434782608695652
2935466	0.804123711340206	0.6	0.830769230769231
3874662	0.676056338028169	0.625	0.655172413793103
4878763	0.67741935483871	0.823529411764706	0.795454545454545
7089748	0.833333333333333	0.863636363636364	0.821428571428571
7093474	0.723214285714286	0.772727272727273	0.609756097560976
2488633	0.861111111111111	0.846153846153846	0.857142857142857
3422629	0.710843373493976	0.606060606060606	0.52
3883586	0.75	0.735294117647059	0.85
1072707	0.283333333333333	0.125	0.229166666666667
3094073	0.285714285714286	0.206896551724138	0.25
1673697	0.73015873015873	0.461538461538462	0.815384615384615
2872397	0.767123287671233	0.620689655172414	0.574074074074074
5684740_1	0.395833333333333	0.264705882352941	0.363636363636364
5684740_2	0.395833333333333	0.264705882352941	0.363636363636364
5970399	0.694444444444444	0.956521739130435	0.833333333333333
313573	0.884615384615385	0.896551724137931	0.867924528301887
6078413	0.0714285714285714	0.411764705882353	0.141025641025641
2561035	0.4	0.351351351351351	0.453333333333333
5640433	0.147058823529412	0.363636363636364	0.184615384615385
6281575_1	0.593023255813954	0.486486486486487	0.576923076923077
6281575_2	0.593023255813954	0.486486486486487	0.576923076923077
55517	0.0927835051546392	0.0740740740740741	0.153846153846154
5906641	0.131147540983607	0	0.293103448275862
6746487	0.71	0.631578947368421	0.609756097560976
122361	1	1	0.884615384615385
1080502	0.246153846153846	0.12	0.122448979591837
942325	0.876404494382023	0.72972972972973	0.965909090909091
48085	0.236363636363636	0.2	0.17741935483871
367149	0.303030303030303	0.181818181818182	0.328358208955224
4360515	0.658823529411765	0.75	0.851851851851852
4915358_1	0.837837837837838	1	0.978723404255319
4915358_2	0.837837837837838	1	0.978723404255319
6055711	0.5	0.416666666666667	0.431034482758621
1377249	0.441860465116279	0.516129032258065	0.571428571428571
5399881	0.252525252525253	0.0333333333333333	0.132352941176471
2629824	0.145454545454545	0.0357142857142857	0.210526315789474
3376783	0.90625	1	0.774647887323944
3972445	0.688888888888889	0.65	0.777777777777778
2782424	0.378378378378378	0.208333333333333	0.390243902439024
133166	0.164383561643836	0.2	0.176470588235294
1529165	0.272727272727273	0.294117647058824	0.274509803921569
4958774	0.565217391304348	0.769230769230769	0.64
4789247	0.769230769230769	0.714285714285714	0.607843137254902
5137467	0.746478873239437	0.846153846153846	0.936507936507937
5475225	0.938271604938272	0.902439024390244	0.821428571428571
5168378_1	0.137254901960784	0.15625	0.347222222222222
5168378_2	0.137254901960784	0.15625	0.347222222222222
5168378_3	0.137254901960784	0.15625	0.347222222222222
963684	0.8	0.857142857142857	0.625
644890	0.58	0.611111111111111	0.654545454545455
2824867	0.0777777777777778	0.289473684210526	0.150684931506849
3861568	0.807692307692308	0.526315789473684	0.679012345679012
6349120	0.707692307692308	0.888888888888889	0.68
4155315	0.694117647058824	0.483870967741935	0.695652173913043
4176148	0.689655172413793	0.741935483870968	0.676470588235294
4333071	0.132530120481928	0.409090909090909	0.225352112676056
2835035_1	0.139240506329114	0.0689655172413793	0.0649350649350649
2835035_2	0.139240506329114	0.0689655172413793	0.0649350649350649
4478567_1	0.146666666666667	0.181818181818182	0.0652173913043478
4478567_2	0.146666666666667	0.181818181818182	0.0652173913043478
4817464	0.226415094339623	0.157894736842105	0.295454545454545
6314289	0.283783783783784	0.375	0.306451612903226
4514028	0.135593220338983	0.259259259259259	0.144927536231884
6034116	0.180722891566265	0.157894736842105	0.0892857142857143
85390	0.869047619047619	1	0.966666666666667
4716773	0.459459459459459	0.228571428571429	0.33695652173913
972101	0.7875	0.891891891891892	0.705882352941177
3021199	0.266666666666667	0.346153846153846	0.125
2108899	0.148148148148148	0.1	0.03125
5870847	0.283950617283951	0.4	0.253521126760563
5648089	0.302631578947368	0.130434782608696	0.25974025974026
4182823_1	0.0681818181818182	0	0.164179104477612
4182823_2	0.0681818181818182	0	0.164179104477612
5572747	0.214285714285714	0.225	0.204819277108434
5410435	0.0833333333333333	0.205882352941176	0.15625
5332361	0.740740740740741	0.645161290322581	0.851351351351351
4810670	0.261538461538462	0.2	0.435897435897436
4657651	0.1375	0.08	0.0634920634920635
1777315	0.76271186440678	1	0.829268292682927
2080316	0.873239436619718	0.95	0.735632183908046
6464463	0.188405797101449	0.413793103448276	0.317460317460317
1155073	0.277777777777778	0.230769230769231	0.277777777777778
3699649	0.236842105263158	0.171428571428571	0.227848101265823
1840279	0.964285714285714	0.952380952380952	0.816326530612245
5715337	0.0909090909090909	0.105263157894737	0.259259259259259
2402377	0.0947368421052632	0	0.0327868852459016
6824054	0.69620253164557	0.846153846153846	0.68
1447187	0.711538461538462	0.5	0.703703703703704
1140547	0.215189873417722	0	0.192307692307692
6071516	0.95	0.769230769230769	0.909090909090909
542643	0.156626506024096	0.208333333333333	0.264150943396226
2789659	0.797297297297297	0.888888888888889	0.754098360655738
5483675	0.520833333333333	0.652173913043478	0.441176470588235
4972275	0.7	0.730769230769231	0.732142857142857
1055343	0.438356164383562	0.375	0.220588235294118
3139166	0.837837837837838	0.714285714285714	0.69047619047619
2436679	0.125	0.227272727272727	0.310344827586207
6182361	0.855769230769231	0.942857142857143	0.826666666666667
627636	0.907216494845361	0.973684210526316	0.888888888888889
6880531	0.653846153846154	0.6	0.588235294117647
2406939	0.178571428571429	0.257142857142857	0.0641025641025641
