TARA_142	TARA_147	TARA_150	TARA_151	TARA_7	TARA_80
2246512_2	9	10	16	10	21	48
1912222	15	13	12	16	11	75
84550	12	11	12	19	11	69
660224	21	13	21	11	17	97
217871	19	13	16	19	22	63
1964706	18	11	13	9	18	66
3630724	15	11	15	14	15	61
5005120	11	11	11	19	12	85
5179876	20	12	18	16	19	83
1764722	22	17	14	15	20	92
629305	16	16	13	20	15	87
3190520	12	12	12	14	12	94
5763722	14	13	13	19	15	54
5177689	17	13	14	15	10	70
456444	19	14	20	20	14	94
1139088	16	12	12	17	15	77
748536	12	9	12	15	19	59
186331	10	10	17	19	15	72
1132878	17	14	13	11	15	74
4981349	11	9	13	13	11	62
4973220	18	13	18	15	16	83
1875160	16	11	17	20	25	76
2619684	19	19	13	18	14	51
5669655	21	10	16	20	12	80
447693_1	18	12	9	24	13	47
447693_2	18	12	9	24	13	47
447693_3	18	12	9	24	13	47
5335032	19	19	21	14	17	97
4995752	21	18	16	17	17	94
2013811	11	17	12	17	21	92
3042097	13	15	22	25	11	64
5636581	13	9	12	13	19	70
2145146	11	12	14	26	14	81
264382	25	10	15	13	13	73
5304480	15	9	21	10	17	85
2194994	16	11	11	22	16	97
73423	19	14	20	19	22	99
853129	21	12	15	18	17	93
34326	20	14	10	22	15	94
4322286	23	9	17	20	16	79
526546	20	13	14	10	15	81
981216	14	10	12	11	10	65
4936404	9	17	9	23	11	69
1543040	13	9	11	12	9	71
5261965	16	12	16	11	11	73
1531431	14	13	12	11	24	76
121047	22	17	15	13	16	95
6495290	11	11	12	14	12	79
40850	13	10	13	16	16	101
3451419	9	11	16	19	22	97
2576397	20	16	15	14	15	71
2054530	18	18	14	20	13	96
1547544	23	11	14	25	12	69
5735414	17	16	18	22	16	54
2144671	10	12	14	21	11	61
1842018	21	16	17	14	18	72
362396	26	9	13	11	15	68
5451704	18	14	17	17	16	83
4508	9	13	13	18	10	74
1484884	12	11	20	26	13	49
4904370	17	14	21	23	9	70
2037011	16	10	10	12	9	55
799604	16	17	21	11	13	88
304887	21	16	12	22	22	93
1760986	21	12	14	15	21	96
1967701	21	16	10	17	20	63
678826	9	13	11	11	14	76
2739890	20	11	11	26	15	70
3546084	18	17	13	26	15	75
2395707	15	11	17	14	19	96
5698333	15	18	14	16	19	83
5488797	22	16	14	13	25	88
113422	14	12	13	13	15	58
1933550	14	10	12	13	13	74
326036	21	10	15	18	13	78
1155094	13	13	9	20	22	87
3626574_1	9	9	21	15	16	82
3626574_2	9	9	21	15	16	82
3626574_3	9	9	21	15	16	82
2157255	15	11	16	15	14	80
238621	17	12	19	18	17	88
6006441	22	12	19	20	11	94
202405	10	18	15	20	16	89
1785797	17	14	13	13	11	51
995619	25	18	14	16	10	80
5993865	15	11	15	24	20	53
5479067	16	16	17	16	15	102
3552964	12	13	12	18	17	88
164039	19	10	16	20	23	91
2019535	10	15	15	16	10	87
161259	15	10	11	13	15	78
1113178	14	18	15	11	19	73
2478757	20	17	18	18	20	100
299230	11	13	18	21	18	76
431801	23	12	20	14	15	91
5698555	21	10	9	13	18	92
732727	18	13	10	13	17	64
1823423	16	17	15	10	15	48
46199	13	11	16	23	10	51
2223924	14	11	10	18	16	81
2750647	20	15	18	26	18	78
5794386	20	11	18	12	20	50
5339139	14	17	12	10	9	67
4905718	14	13	15	20	10	83
2509774	22	12	20	18	24	67
221213	16	11	15	14	20	56
3991169	20	10	15	13	17	76
277945	10	15	14	22	19	71
1051812	18	11	16	16	13	94
5782190	15	14	17	14	12	81
548566	12	10	11	19	10	62
4221225	20	12	10	14	9	78
882029	18	16	15	22	18	70
4938092	18	12	12	21	21	88
3268279	9	14	10	13	12	87
2718061	9	12	9	14	12	60
39769	21	11	12	20	9	57
2143432	19	14	19	23	20	91
3239700	17	10	16	15	17	45
2235573	13	9	19	14	12	66
4225256	24	11	12	14	16	72
5638473	17	9	14	13	14	84
1921124	9	19	15	18	21	53
1537513	23	14	21	20	10	86
1834431	24	19	19	13	17	88
1226284	17	10	15	16	19	74
430412	13	12	11	23	18	74
557838	10	13	9	16	12	72
2675471	18	9	21	17	10	78
2134733	18	9	17	19	19	94
4897133	12	16	13	18	12	69
55589	12	13	21	25	17	93
629720	13	9	10	13	15	67
5932088	13	13	10	26	14	67
3169907	16	15	14	9	20	92
5268324	19	11	19	18	13	88
5236849	18	12	12	11	12	95
1050309	18	14	19	22	19	96
5133269	16	16	17	13	13	81
880816	15	10	20	22	11	51
4970759	17	9	14	17	24	102
4956338	19	14	12	19	14	83
2228332	18	10	11	23	14	77
809419	10	11	11	16	17	61
5520699	17	12	19	21	17	76
5295778_1	16	14	9	18	19	65
5295778_2	16	14	9	18	19	65
3224568	14	11	15	15	24	81
5129384_1	11	12	20	20	17	68
5129384_2	11	12	20	20	17	68
41061	16	15	13	17	15	61
818276	12	11	9	17	13	85
2265086	19	16	19	26	19	89
740062	19	19	17	17	14	67
3636480	23	15	13	13	18	94
2526992	17	13	15	17	13	97
5614007	15	11	9	10	11	88
1963325	17	17	15	24	14	87
628517	14	9	18	21	11	95
5061529	22	18	21	23	16	73
2024839	20	15	19	21	16	93
521703	16	12	14	13	15	68
5005794	21	13	16	9	17	75
283173	13	17	21	22	21	91
3220323	18	12	11	22	16	77
5173732	16	9	13	11	16	68
291557	12	12	18	15	12	48
831875	14	18	16	12	18	71
4902328	23	16	21	22	16	79
2413658	21	10	10	22	22	76
5060465	9	16	20	15	14	77
2007964	16	11	14	16	9	64
5491964	20	14	19	24	15	83
1556622_1	24	11	10	21	19	93
1556622_2	24	11	10	21	19	93
5068378_1	22	16	20	16	23	73
5068378_2	22	16	20	16	23	73
2196519	14	9	9	12	13	55
708054	22	13	18	13	17	67
638443	10	18	11	18	21	84
6595867	12	13	13	14	14	54
5187875	14	12	13	13	19	89
5078212	24	10	11	17	18	75
145448	21	11	12	21	17	94
147984	19	18	17	22	22	97
2856842	20	9	16	17	11	84
291341	13	11	22	20	15	74
4367147	15	12	20	25	22	78
3563817	25	18	17	18	18	80
36967	16	11	10	17	12	68
5166890	21	13	16	22	19	71
3296992	12	10	21	19	13	69
236019	10	13	13	16	17	78
2134484	18	12	11	24	23	77
2002458	9	11	15	16	14	50
1553379	17	11	11	19	16	72
2930668	9	11	15	13	14	63
462075	16	13	14	22	18	86
5888150	22	18	17	21	17	68
807317	18	19	17	10	11	59
3969481	9	15	15	20	17	84
801641	26	17	20	17	12	87
1551375	15	18	14	15	18	92
5700238	21	17	11	16	12	73
679895	13	13	18	18	19	78
2202764	12	11	18	20	23	79
5071748	17	15	19	22	23	75
5444255	12	12	19	12	11	80
168687	22	14	16	15	19	91
5469731	17	12	20	17	19	100
1210736	22	12	12	20	10	100
5823039	19	19	16	20	15	83
46361	15	13	20	11	14	81
4940764	15	14	14	23	9	49
763671	18	9	22	17	24	77
5786246	13	10	11	20	21	80
262610	12	10	16	17	18	70
104069	10	18	15	21	24	95
50027	17	10	22	15	25	75
5427502	17	14	16	23	18	93
13232	14	11	14	16	21	78
106079	12	9	16	18	10	92
657144	12	17	16	12	13	62
3906485	12	15	22	25	22	83
279773	16	16	12	19	10	53
295697_1	14	10	13	24	13	55
295697_2	14	10	13	24	13	55
867980	19	10	13	24	25	68
1946471	15	13	14	20	14	76
536065	21	9	15	26	15	89
1592030	13	15	21	15	11	62
4979219_1	23	11	18	21	24	94
4979219_2	23	11	18	21	24	94
5666152	9	14	17	21	14	92
1837346	16	10	18	18	11	90
521418	20	17	14	16	19	73
973385	19	11	21	19	17	60
2797405	11	10	13	21	24	96
2265026	19	16	22	11	15	72
4940549	22	18	15	21	22	77
236058	16	16	17	10	12	79
4926602_1	9	13	13	17	16	77
4926602_2	9	13	13	17	16	77
5108821	15	12	11	10	11	100
5446152	12	11	15	14	14	97
894820	21	10	11	16	18	66
788614	10	10	12	20	14	67
819301	11	11	10	19	16	66
241518	17	16	12	18	24	63
1289770	17	16	11	15	13	86
340174	18	10	9	10	16	81
549847	18	15	20	16	23	72
422175	14	13	14	12	19	79
793377	21	19	17	21	13	68
2468349	12	11	18	17	12	68
2025854	21	13	11	22	20	83
4283384	12	16	15	15	16	87
5934717	16	12	19	14	10	79
2501274	14	10	15	12	17	93
496697	11	17	11	17	23	64
791856	14	14	20	12	10	90
4943515	23	19	16	14	15	100
851752	17	10	12	15	10	66
272350	13	9	11	13	18	59
1768544	21	16	18	19	21	87
1964856_1	17	11	21	14	19	67
1964856_2	17	11	21	14	19	67
115457	17	17	17	26	18	77
264156	17	19	13	14	15	73
2560453	22	19	9	23	17	73
95444_1	11	11	9	12	10	75
95444_2	11	11	9	12	10	75
4143044	14	12	20	21	25	70
1797835	16	10	17	11	11	68
1783849	25	18	14	21	23	76
1818457	11	18	17	19	23	87
59677	19	15	22	12	9	83
5767820	18	16	18	13	12	93
893893	22	19	18	13	16	87
875165_1	25	15	15	13	10	56
875165_2	25	15	15	13	10	56
5612660	17	18	12	19	23	87
2035724	17	16	12	17	17	63
5612282	11	17	18	13	17	87
314370	15	11	18	19	18	84
2712253	22	14	13	20	12	90
3637799	23	19	15	18	17	95
2189556	23	13	12	21	24	83
1956433	22	13	20	18	22	83
2682870	13	11	19	17	22	64
4325523	11	12	13	22	15	70
3633814	25	19	16	14	19	83
5794756	9	13	10	18	17	74
2274240	21	15	9	16	12	89
1122713_1	17	14	14	10	12	82
1122713_2	17	14	14	10	12	82
1720839	14	9	12	16	22	83
5339288_1	17	11	14	18	24	89
5339288_2	17	11	14	18	24	89
5385773	12	18	17	24	16	95
313266	25	10	12	15	21	74
145464	20	10	22	12	16	55
4974675	15	18	12	23	14	76
5628682	11	12	13	11	12	49
816091	18	12	9	17	19	95
1922151	18	10	13	24	13	85
5820152	16	15	16	20	14	70
47335	24	19	19	21	11	81
1804433	23	10	17	25	11	72
1005867	9	15	9	16	19	75
38156	18	16	12	16	19	75
3299247	25	19	15	19	11	95
2374869	17	10	11	16	16	64
1147733	15	13	18	13	10	67
649026	15	15	16	24	15	74
4901977	17	15	13	24	16	77
5704010	12	10	16	17	15	79
5000744	19	11	20	22	23	67
2206796	15	13	13	10	16	76
1899612	17	14	11	11	20	91
745522	14	11	10	15	14	93
105311	13	9	11	10	11	52
29097	17	10	17	11	10	100
1404168	15	13	12	12	10	48
4347197	17	10	11	25	17	93
4255489	14	13	19	20	14	51
3575704	11	13	15	15	15	81
3068869	16	19	15	15	18	84
5749031	12	14	9	15	25	83
4202286	16	14	17	10	11	84
2847866	15	16	10	22	15	75
717532	11	9	14	19	15	74
511065	21	13	20	19	24	97
6092193	22	14	11	16	18	89
3165407	23	17	12	13	18	81
401912	24	9	14	11	13	69
3534976	18	15	10	13	11	96
633028	19	10	18	18	15	91
237647	17	19	13	15	17	98
4280849	17	11	17	15	10	66
2257347	19	15	14	20	16	78
1042098	14	16	22	23	17	72
692596	22	16	15	13	23	75
640561	15	14	11	10	11	103
