TARA_143	TARA_144	TARA_147	TARA_149	TARA_150	TARA_151	TARA_70
3563334	52	26	69	10	30	19	16
4244621	45	25	72	11	31	14	13
5707255	33	21	72	15	24	18	15
6182696	37	14	57	12	17	23	9
2048247_1	22	24	54	10	18	10	12
2048247_2	22	24	54	10	18	10	12
2862899	25	16	32	10	33	12	10
4221514	33	31	51	16	25	16	15
7024525	53	22	39	18	35	14	9
939265	48	28	60	12	27	19	9
2912507_1	43	28	67	18	25	15	17
2912507_2	43	28	67	18	25	15	17
5872503	40	24	49	12	22	17	17
6936686	42	18	42	9	23	27	14
5936027	45	24	54	10	19	13	9
6256600	37	20	63	16	20	18	10
6842569	27	13	58	14	20	11	12
4693590	37	24	68	10	24	19	16
6239724	34	12	58	10	32	27	9
5042652	40	21	79	14	33	17	13
5593669	40	20	75	9	26	21	10
3380772	42	22	57	13	18	25	11
5456836	41	27	64	17	29	18	9
2311855_1	40	22	61	11	21	24	9
2311855_2	40	22	61	11	21	24	9
5191212	41	24	72	15	33	21	17
1003019	46	19	74	17	28	24	12
5737438	33	18	54	16	20	15	10
6941873	38	11	67	11	21	25	10
1835815	51	23	68	16	26	25	12
6827183	42	23	52	14	25	17	9
1978067	39	21	60	11	22	27	13
6900590	26	15	54	9	25	14	12
6185645	37	18	59	10	28	17	16
2213367	34	22	72	13	21	19	10
6815332	47	24	72	12	31	22	16
3460989	47	16	60	14	30	26	9
4531682_1	37	28	74	13	23	12	15
4531682_2	37	28	74	13	23	12	15
2590096	47	29	71	15	19	20	11
5556483	39	20	50	13	21	16	11
2542845	25	16	55	12	26	14	12
2412598	37	25	63	12	23	23	14
6889812_1	33	23	60	9	31	14	10
6889812_2	33	23	60	9	31	14	10
2300772	26	13	54	11	20	20	16
3548871	35	26	56	11	29	19	9
5712472	37	14	64	19	34	16	9
6274516	30	19	65	16	28	10	9
4449813_1	41	26	79	12	31	15	16
4449813_2	41	26	79	12	31	15	16
4815787	38	21	55	12	26	9	12
1316781	49	20	66	10	33	18	11
6436536	35	14	50	11	23	22	11
3392536	51	16	68	12	21	11	12
1096809_1	48	12	50	17	29	22	11
1096809_2	48	12	50	17	29	22	11
6522158	42	21	66	12	37	27	11
4209628	42	21	71	14	21	15	11
2900521	44	19	49	14	23	20	16
155020	34	19	37	9	18	16	11
1653587	38	22	68	12	32	14	11
3957577_1	38	14	48	15	32	18	10
3957577_2	38	14	48	15	32	18	10
2369875	54	13	69	15	30	22	10
1319927	39	23	51	15	33	16	10
3426704	45	22	70	11	29	22	9
4967009	39	23	45	11	35	28	17
5419005	30	16	54	14	19	26	13
6906525	52	32	63	13	32	20	10
4785683	50	23	75	17	36	18	13
5383881	26	17	37	10	26	15	10
3736027	24	18	38	10	23	15	11
3700445	32	17	63	15	37	23	10
690945	45	13	74	14	39	21	12
6441966	51	32	60	14	30	14	17
5912343	40	32	66	12	37	21	10
2202151	48	20	68	16	34	10	10
992653	35	26	54	14	32	26	10
2300430	41	25	63	11	36	21	12
1127592	34	22	53	10	22	13	12
3746680	39	20	72	14	29	28	9
347902	31	14	72	12	34	18	11
6376989	52	25	55	11	21	24	11
4332316	32	25	48	9	32	15	10
166266	45	23	75	11	37	23	10
6072900	44	15	50	18	34	28	11
2569947_1	46	22	51	15	32	16	13
2569947_2	46	22	51	15	32	16	13
327524	33	13	58	13	24	18	13
4698810	38	18	58	11	21	23	15
4503417	41	25	73	17	35	22	15
1720685	47	23	62	15	27	17	9
6928366	49	31	61	12	20	26	13
4308162	35	22	54	15	21	22	10
117415	35	29	77	14	25	27	9
3143288	40	25	60	10	36	21	14
5488782	42	26	69	13	36	25	15
6729953	47	22	75	14	32	21	13
2956584	46	17	66	14	31	22	12
2065807	45	19	66	9	33	15	12
5100461	31	30	78	12	32	17	12
1557856	32	30	57	16	22	20	15
6995951	44	18	46	15	35	20	10
2296742	40	17	48	9	23	22	16
137764	52	19	64	9	30	27	10
1437912	37	18	62	14	27	22	10
5287546	34	18	61	18	19	19	14
510648	48	22	68	9	23	11	15
7106613	42	27	55	14	27	14	16
3884097	33	31	50	13	21	13	14
1946785	48	26	53	17	27	22	9
